,idx,word_guesses,first_pass,solution_words,solution
290,290,anta;epa;ami;amo;rema,C anta R epa R L ami D amo rema RIU,Cantare;Parlami;d;amore;Mariù,"Cantare ""Parlami d'amore Mariù"""
291,291,Oglio;pere,L Oglio pere NNE,Loglio;perenne,Loglio perenne
292,292,su;lenti;mani;etti,su C C U lenti mani C A R etti,Succulenti;manicaretti,Succulenti manicaretti
293,293,topi;amo;est,U topi amo D est A,Utopia;modesta,Utopia modesta
294,294,ante;la;rema;china,SM ante L la rema C china RI,Smantellare;macchinari,Smantellare macchinari
295,295,ree;redi;ari,TA ree redi T ari E,Tare;ereditarie,Tare ereditarie
296,296,cola;redo;est,F O cola redo M est ICO,Focolare;domestico,Focolare domestico
297,297,anca;ori;petto,M anca T ori S petto,Mancato;rispetto,Mancato rispetto
298,298,eroi;cere,F I eroi cere LE,Fiero;icolore,Fiero icolore
299,299,porta;redi;in,ES porta TO redi V in I,Esportatore;di;vini,Esportatore di vini
300,300,visi;gradi,visi T E gradi T E,Visite;gradite,Visite gradite
301,301,in;chiostro;copia;Ti,in chiostro copia Ti VO,Inchiostro;copiativo,Inchiostro copiativo
302,302,giara;para,MAN giara S para GI,Mangiar;asparagi,Mangiar asparagi
303,303,oli;chef;lime;ari,P oli TI chef AL lime N T ari,Politiche;flammentari,Politiche flammentari
304,304,remo;oca;ore,DA remo LT oca L ore,Dare;molto;calore,Dare molto calore
305,305,facce;destra;pala,facce N destra M pala TE,Faccende;strampalate,Faccende strampalate
306,306,sedia;via,CA sedia via NO,Case;di;Aviano,Case di Aviano
307,307,agente;est;orme;rena,L agente ON est A D orme SE rena,La;gente;onesta;dorme;serenà,La gente onesta dorme serenà
308,308,armoire;ava,PIU armoire LZ ava,Piuar;mi;Morelos,Piuar mi Morelos
309,309,suola;re;erica,suola E re IAM erica NA,Suolaeria;americana,Suolaeria americana
310,310,re;adipe;Della,re S T adipe Della NTE,Resta;di;piede;cantante,Resta di piede cantante
311,311,gas;ora,gas A FI ora MI,Gasa;f;iorammi,Gasa f iorammi
312,312,serpe;odiosa,ES serpe NS odiosa,Esser;peniosa,Esser peniosa
313,313,cani;lama;tina,cani C O lama T TU tina,Canicola;mattutina,Canicola mattutina
314,314,redi;no;ante,C redi BI no R ante,Credibino;rante,Credibino rante
315,315,mina;ree;ara,DO mina ree N G ara,Dominare;en;gara,Dominare en gara
316,316,ambi;nodi;laccio,B ambi nodi S C O laccio,Bambino;discolaccio,Bambino discolaccio
317,317,avide;oche;remo,SC avide P oche remo TE,Scavi;d;epoche;remote,Scavi d'epoche remote
318,318,vetrate;alato,UO vetrate MP alato,Uovo;temperalato,Uovo temperalato
319,319,Graz;neve;mento,S Graz IA neve RTA mento,Sgraziave;riamento,Sgraziave riamento
320,320,sua;strade;lama;china,B A sua strade L lama C china,Basuasta;della;macchina,Basuasta della macchina
321,321,lama;mare;ali;mola;ore,AL lama M mare G ali A mola M ore,Alla;mamma;regalimola;l;amore,Alla mamma regalimola l'amore
322,322,con;edere;favo,con C edere favo RI,Concedere;favori,Concedere favori
323,323,scola;rei;Asti,M E scola rei M P Asti,Mescolare;im pasti,Mescolare im pasti
324,324,conti;dive,RA C conti dive RN E,Racconti;di;Verne,Racconti di Verne
325,325,raggi;gerla;arti,raggi UN gerla NT arti DE,Raggiunger;l;Andarlide,Raggiunger l'Andarlide
326,326,prete;denti;lama;nodi;ara;azza,prete N denti A L lama nodi U N ara G azza,Pretendenti;alla;mano;di;una;ragazza,Pretendenti alla mano di una ragazza
327,327,arti;amo;tori;est,arti S T amo L tori CH I est O,Artista;molto;richiesto,Artista molto richiesto
328,328,rade;filo,S T rade filo GU E,Strade;filo gue,Strade filo gue
329,329,stadi;cori;oli,B U stadi cori A N D oli,Busta;di;coriandoli,Busta di coriandoli
330,330,corda;Eneide;agli,RI corda R Eneide TT agli,Ricordare;nei;dettagli,Ricordare nei dettagli
331,331,osti;est;ava;ante,UN osti L est R ava G ante,Uno;stile;stravagante,Uno stile stravagante
332,332,moro;oca;rose,RU moro S oca rose L L O,Rumoroso;carosello,Rumoroso carosello
333,333,nari;orsa;onda;menta,U nari S orsa F onda menta LE,Una;risorsa;fondamentale,Una risorsa fondamentale
334,334,mici;ali,C A mici ali S A,Cantica;lisa,Cantica lisa
335,335,odi;dive;re,M odi dive ST I re,Modi;di;vestire,Modi di vestire
336,336,re;due;re;re,re S I due re MO re,Residue;remore,Residue remore
337,337,olle;remo;oche,T olle RA remo L E oche,Tollerare;mo leoc,Tollerare mo leoc
338,338,sedia;tomo;lista,COR sedia U tomo BI lista,Corse;di;automobilista,Corse di automobilista
339,339,re;moro;manti,E re moro manti C O,Eremo;romantico,Eremo romantico
340,340,unti;pope;colo,unti pope R I colo SO,Un;tipo;pericoloso,Un tipo pericoloso
341,341,via;limone,GIO via limone LLI,Gioviali;monelli,Gioviali monelli
342,342,nano;nano;nido,U nano MI nano nido NEA,Una;nomina;non;idonea,Una nomina non idonea
343,343,son;nate;non;nette,A S son nate non nette,Assonnate;nonnette,Assonnate nonnette
344,344,sola;fon;essa,I sola fon essa,Isola;fonnessa,Isola fonnessa
345,345,sonde;nidi;maglio;est,sonde G nidi ST I maglio N est I,Son;degli;dì;stima;gli;onesti,Son degli dì stima gli onesti
346,346,nave;chiama;re,U nave C chiama D re,Una;vecchia;madre,Una vecchia madre
347,347,tuba;redi;colombo,tuba redi colombo,Tubare;di;Colombo,Tubare di Colombo
348,348,ore;amo;ocarina,S ore LL amo LT ocarina,Sorella;molto;carina,Sorella molto carina
349,349,cuccia;cate,BOC cuccia R cate,Boccuccia,Boccuccia Cate
350,350,Roma;ila;rime;oli,Roma N Z ila C rime V oli,Romanzi;lacrimevoli,Romanzi lacrimevoli
351,351,coni;coni;tino,L A coni coni P O tino,Laconico;nipotino,Laconico nipotino
352,352,s;retti,F IS s s retti V E,Fisse;rettivie,Fisse rettivie
353,353,cori;Gina,F RA cori Gina LE,Frac;originale,Frac originale
354,354,sci;rose;tori,sci OPE rose T tori ALE,Sciopero;settorale,Sciopero settorale
355,355,su;Leda;para,su O Leda RI para RE,Suole;da;riparare,Suole da riparare
356,356,scodella;ami;ore,BO scodella SI ami N ore,Bosco;dell;Asia;Minore,Bosco dell'Asia Minore
357,357,le;oche;rada,le N oche A B rada,Leno;che;abrada,Leno che abrada
358,358,gente;ape;ante,AR gente RI ape S ante,Argentiera;pesante,Argentiera pesante
359,359,ago;mosca;nato,ago NI S mosca TE nato,Agonismo;scatenato,Agonismo scatenato
360,360,arti;remi;are,Q U arti E remi LI T are,Quartiere;militare,Quartiere militare
361,361,est;conci;tori,G est I conci LI A tori,Gesti;conciliatori,Gesti conciliatori
362,362,avi;desco;fisate;oli,D avi desco N fisate G oli A,Davies;disconfisa;toga,Davies disconfisa toga
363,363,tre;mori;asso,E S tre mori B asso,Estremo;ribasso,Estremo ribasso
364,364,divo;zia;iris;osa,divo R zia T iris P osa TI,Divorziati;risposte,Divorziati risposte
365,365,cale;noce;leste,cale noce leste,Calonce;leste,Calonce leste
366,366,serpe;lume;etti,I serpe L lume N Z etti,I;serpelli;menzetti,I serpelli menzetti
367,367,avo;sai;re,F avo sai M P re SA,Favosia;impresa,Favosia impresa
368,368,ila;ora;sud,CH ila V ora sud A,Chi;lavora;sua,Chi lavora sua
369,369,in;Lete;esche,L in L Lete D esche,Li;nelle;tedesche,Li nelle tedesche
370,370,dive;Eros,dive R S Eros E,Diverse;rose,Diverse rose
371,371,Eros;avi;perla;tese;re,Eros A L avi TA perla GE N tese re NA,È;rosa;la;vita;per;la;gente;serena,È rosa la vita per la gente serena
372,372,api;cola;Era,U N api C cola C AM Era,Una;piccola;camera,Una piccola camera
373,373,ovest;Ra;di;ari,PR ovest Ra OR di N ari E,Prove;straordinarie,Prove straordinarie
374,374,nave;nana,U nave nana IF,Una;vena;naif,Una vena naif
375,375,somali;zio,R I somali zio SO,Riso;malizioso,Riso malizioso
376,376,re;epa;Ate,re T T epa G Ate,Rette;pagate,Rette pagate
377,377,dio;ori;roso,O dio S ori MB roso,Odioso;rimbroso,Odioso rimbroso
378,378,oste;ode;carta,L oste RZ ode L carta VE,Lo;sterzo;delle;rave,Lo sterzo delle rave
379,379,ari;come,SC ari ari come RCI,Scariar;iomerci,Scariar iomerci
380,380,olle;Giove;celle,C olle Giove R celle SE,Collegio;vercellese,Collegio vercellese
381,381,ape;sili;are,S ape R sili MI T are,Sapersil;imitare,Sapersil imitare
382,382,ava;api;rade;lame;alati,UN ava ST api ANU rade L lame RIC alati N A,Una;vasta;pianura;dell;America;Latina,Una vasta pianura dell'America Latina
383,383,cane;tra;in;sala,cane S tra D in sala TA,Canestra;d;insalata,Canestra d'insalata
384,384,idolo;scolari,idolo RI M U scolari,I;dolori;muscolari,I dolori muscolari
385,385,ali;nodi;etto,CI C ali nodi F etto SO,Ciclino;difettoso,Ciclino difettoso
386,386,oca;lista;stria,V oca lista U stria CO,Vocalista;austriaco,Vocalista austriaco
387,387,cappa;redi;orsa;chino;eco;raggio,S cappa redi C orsa S A chino N eco raggio SO,Scappare;di;corsa;sa;chi;non;è;coraggioso,Scappare di corsa sa chi non è coraggioso
388,388,striscia;ori,MAE striscia T ori,Maestri;sciatori,Maestri sciatori
389,389,massi;ore;Po;abile,massi M ore S Po N S abile,Massimo;responsabile,Massimo responsabile
390,390,scopa;sante,LO scopa S sante,Losco;passante,Losco passante
391,391,grammi;in;fango,PRO grammi in fango TI,Programmi;infangoti,Programmi infangoti
392,392,fermi,MA fermi TI,Mafer;miti,Mafer miti
393,393,re;nasi;ante,SI re nasi B I L ante,Sirena;sibilante,Sirena sibilante
394,394,codice;rana;leoni,CAL codice rana PO leoni C O,Calco;di;cera;napoleonico,Calco di cera napoleonico
395,395,api;ante,A api A M ante,Api;amante,Api amante
396,396,are;rei;mina,P are rei L LU mina TO,Parere;illuminato,Parere illuminato
397,397,lastra;tale,"lastra DA, STA tale",La;strada;statale,La strada statale
398,398,pale;arpe;mento,pale S arpe NT I mento,Palesar;pentimento,Palesar pentimento
399,399,Erei;est;maso;Udine,VIV Erei N est RE maso LIT Udine,Vivere;in;estrema;solitudine,Vivere in estrema solitudine
400,400,ambi;naso;petto,B ambi naso S petto SA,Bambina;sospettosa,Bambina sospettosa
401,401,Atalanta;rea;con;taglio,UN Atalanta U rea con taglio,Una;talenta;laureato,Una talenta laureato
402,402,Pellico;menu,Pellico LA menu TO,Pellicola;men,Pellicola menuto
403,403,rema;sola;remi;colo,C rema sola remi RA colo SA,Crema;solare;miracolosa,Crema solare miracolosa
404,404,anta;dita;tegole,,Cantar;di;tante;note,Cantar di tante note
405,405,are;dio;dio,U S are MO dio dio SI,Usare;modi;odiosi,Usare modi odiosi
406,406,legge;in;aria,legge OR D in aria,Legge;ordinaria,Legge ordinaria
407,407,mate;ras;Siam;olle,mate ras Siam olle,Matesissima;o;mille,Matesissima o mille
408,408,celle;rei;tema;tic,E C celle rei N MA tema tic A,Eccellere;in;matematica,Eccellere in matematica
409,409,gusti;Lazio;isba;Ate,gusti L Lazio N isba G LI Ate,Gus;tillazione;sbagliate,Gus tillazione sbagliate
410,410,file;tellina;osti,file N tellina S C osti,Filenellina;Scosti,Filenellina Scosti
411,411,tra;ala;scia,tra CC I ala scia TA,Traccia;lasciata,Traccia lasciata
412,412,orto;nei;ami,P orto nei NL ami ERA,Portone;in;lamiera,Portone in lamiera
413,413,Po;stie;cono;mici,Po stie cono mici,Posti;economici,Posti economici
414,414,rebus;sol,T rebus sol E,Tre;bussole,Tre bussole
415,415,Eva;re;tende;egra;Udine;agli;mini,Eva N OP re tende R egra TI T Udine D agli UO mini,È;vano;pretendere;gratitudine;agli;uomini,È vano pretendere gratitudine agli uomini
416,416,leggio;dita,NO leggio dita XI,Noleggio;di;taxi,Noleggio di taxi
417,417,messaggi;messaggi;avo,PRO messaggi ES messaggi avo CE,Promessi;Smesse;a;Gocce,Promessi Smesse a Gocce
418,418,Sara;riso;la,,,34
419,419,tre;mori;or,E S tre mori M or Bruno,Estremo;rimbruo,Estremo rimbruo
420,420,vere;di;more,A vere di SA more,Avere;disamore,Avere disamore
421,421,ode;rea;nido,G ode rea N nido RO,Godere;anni;d;oro,Godere anni d'oro
422,422,armi;refi;re,F armi S E refi GU re,Far;misere;figure,Far misere figure
423,423,do;ribes;ali,do L O ribes T I ali,Dolori;bestiali,Dolori bestiali
424,424,arti;ali;Rodi;rime;si,arti S T ali B E Rodi E SP rime R si,Artista;libero;di;esprimersi,Artista libero di esprimersi
425,425,Da;Rodi;Igli,,,Da Rodi M Igli
426,426,ave;cova;mori;belli,ave RI cova mori belli ON E,Aver;i;covam;ormibellione,Aver i covam ormibellione
427,427,gilet;clock;do,A gilet clock A do R,Agile;clockado,Agile clockado
428,428,Po;litri;ali,,,6 - 7
429,429,velo;anelli;pica,velo CI T anelli P pica,Velocità;nell;ippica,Velocità nell'ippica
430,430,oboe;letto,PR oboe letto RE,Probo;elettore,Probo elettore
431,431,navi;oca;sale,U navi T oca sale,Un;aiuto;casale,Un aiuto casale
432,432,avo;some,F avo some NU,Favosome;nu,Favoso nu
433,433,re;rosa;su;cera,,Premurosa;premura,Premurosa
434,434,arpa;chi;legge;re;agli;mici;mese;nodi;etto,D arpa C chi legge re agli A mici C O mese G nodi A F F etto,Dar;pacchi;leggere;agli;amici;come;segno;di;affetto,Dar pacchi leggere agli amici come segno di affetto
435,435,porta;dito,,,35
436,436,ave;muli;Olbia;ari,ave RE muli S M Olbia F F ari,Avere;mulismo;lobi;affari,Avere mulismo lobi affari
437,437,orche;alettone,,Orchestra;leone,Orchestra leone
438,438,porta;testa;vere;padri,IM porta N testa F vere padri A L E,Importante;staff;edip filha,Importante staff edip filha
439,439,metri;re,D E metri O PI re,Demetrio;Coprire,Demetrio Coprire
440,440,con;grotta,,,C I con L grotta
441,441,sala;temi,IN sala temi S TE,Insalate;miste,Insalate miste
442,442,saliere;Ale,saliere A T R Ale,Sali;extraterre,Sali extraterre
443,443,oste;nero;redi;rai,S oste nero P E redi CA rai,Sostener;opere;di;Caraï,Sostener opere di Caraï
444,444,assale;oste;ore,assale P oste R I ore,Assale;posteriore,Assale posteriore
445,445,fori;adipe;nei;denti,E U fori adipe RSO nei M P U denti,Euforia;di;persone;impudenti,Euforia di persone impudenti
446,446,dardi;ari;ambi;odi;ari,dardi N ari I N C ambi odi DO L L ari,Dar;dinari;in;cambi;do;dollari,Dar dinari in cambi do dollari
447,447,mari;lana,mari E L lana VA,MarieLLA;nava,MarieLLA nava
448,448,oca;urna;ari,V oca B urna LG ari,Vocaburna;lgarì,Vocaburna lgarì
449,449,proventi;ed;altri;proventi,S proventi ed altri proventi T MO,Sprove;nei;altri;provti,Sprove nei altri provti
450,450,tra;mesti;mola,tra mesti mola NTI,Trame;stimolanti,Trame stimolanti
451,451,odi;odi;otto,,Odià;Tatturato,Odià Tatturato
452,452,espressi;noci;etto,espressi O NE noci L etto,Espressione;co;cilletto,Espressione co cilletto
453,453,ara;rea;con;chino,B ara rea Spaccanapoli rea chino,Barare;a;spaccanare,Barare a spaccanare
454,454,seta;teli;nata,,Dissetateli,Dissetateli
455,455,Muti;Nio;tori,TE Muti SSI Nio T TA tori,Temutissino;attori,Temutissino attori
456,456,Pi;stelle;ami;are,Pi stelle N ami LIT are,Pi stellena;militare,Pi stellena militare
457,457,arco;serie,COL arco N serie,Colar;concerté,Colar concerté
458,458,Ro;fon;di;amari,P Ro fon di T amari N E,Profondità;marine,Profondità marine
459,459,fa;area;sai,fa T IC area S sai,Faticare;assai,Faticare assai
460,460,pesca;Gandalf,pesca D I Gandalf,Pesca;di;gandal,Pesca di gandal
461,461,sirene;fan,C A sirene fan D E,Casire;nefande,Casire nefande
462,462,esca;mina,FR esca NO mina,Fresca;nomina,Fresca nomina
463,463,pia;arpa;etti,,Piaparte;salumi,Piaparte salumi
464,464,dee;vate,O N dee LE vate,Onde;elevate,Onde elevate
465,465,nota;edili;etti;fico,nota R edili B R etti DO fico,Notate;di;libretti;d,Notate di libretti d'oficò
466,466,rigo;some;si,rigo RO some T O si,Rigorosi;metosi,Rigorosi metosi
467,467,per;di;alteri,O per A di AL alteri,Opera;di;Alteri,Opera di Alteri
468,468,sangue;ali,sangue ZI ali DO,Sanguezi;alido,Sanguezi alido
469,469,orma;lepre;oro,F orma lepre A V oro,Formale;preavoro,Formale preavoro
470,470,Oglio;soma,RIG Oglio soma IS,Rigoglioso;mais,Rigoglioso mais
471,471,Reno;api;ocra;via;va;via,T Reno R api D ocra CO via va RSA via,Treno;rapido;Cracovia;Varsavia,Treno rapido Cracovia-Varsavia
472,472,anca;teglia,SFI anca N teglia,Sfinancate,Sfinancateglia
473,473,rosci;re;re,B rosci C re TA I re,Bro;sciretaire,Bro sciretaire
474,474,casco;per,NU casco per TA,Nuca;scoperta,Nuca scoperta
475,475,disco;rifugio;di,disco ST rifugio di ATI,Discorsi;fuodiati,Discorsi fuodiati
476,476,volte;pere,volte A M pere,Volt;e;ampere,Volte e ampere
477,477,con;ariete,con TR ariete SI,Contrairi;tesi,Contrairi tesi
478,478,fari;Eva;aro;oli,A F fari CH Eva NNO aro T oli,Affari;che;vanno;a;rotoli,Affari che vanno a rotoli
479,479,leggio;est,,,leggione
480,480,orsi;re;pero,C orsi DI re CU pero,Corsi;di;recupero,Corsi di recupero
481,481,rovi;arca;etti,rovi S T arca S S etti,Rovistar;cassetti,Rovistar cassetti
482,482,rocca;divi;dei;aste;pie,B rocca divi N O dei C aste L L I RO,Brocca;di;vino;dei;castell;liro,Brocca di vino dei castell liro
483,483,musi;aria;colta,musi C aria S colta TA,Musica;riascoltata,Musica riascoltata
484,484,sedia;assi;nati,MAS sedia PP assi O nati,Masse;di;appassionati,Masse di appassionati
485,485,unte;mari;letto,unte mari letto,Un;tema;riletto,Un tema riletto
486,486,molla;Edison;est,molla E R Edison est E,Mollare;disoneste,Mollare disoneste
487,487,avi;avi;Eva,,La;vita;via;N;N,La vita via N N
488,488,dio;semina,O dio semina C CE,Odiose;minacce,Odiose minacce
489,489,usci;rea;collare,R I usci rea D E collare,Riuscire;a;decollare,Riuscire a decollare
490,490,lame;di;aria,lame di A O R aria,La;media;oraria,La media oraria
491,491,peri;ras;Gass,peri C O ras N Gass,Pericola;rassen Gass,Pericola rassen Gass
492,492,mani;redi;conti,mani E redi S conti NUE,Maniere;discontinue,Maniere discontinue
493,493,Cipro;odi;petto,RE Cipro C odi S petto,Reciproco;dispetto,Reciproco dispetto
494,494,amo;osti;lista;Talia,F amo S osti lista I Talia NO,Famoso;stilista;italiano,Famoso stilista italiano
495,495,risi;avi;tori,risi C A T avi T tori A,Risicata;vittoria,Risicata vittoria
496,496,arti;perle;oli,P arti RE perle oli E,Partire;per;l;Eoli;Partire;per;l;Eoli;Partire;per;l;Eoli;Partire;per;l;Eoli;Partire;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l;Eoli;Partir;per;l,7 = Partire
497,497,via;panna,MA via P panna TI,Maiviani;pannati,Maiviani pannati
498,498,fra;fresa;ante,,Frafe;ralante,Frafe ralante
499,499,tra;rive;ali,S tra T rive RB ali,Strativ;erbalì,Strativ erbali
500,500,Elle;steccato;tori,S Elle I steccato tori O,Selles;iesteccato,Selles iesteccato
501,501,tre;mendicati;belli,tre mendicati R I belli,Tremendi;catiri;belli,Tremendi catiri belli
502,502,colt;ara;cort,colt I V ara cort S,Coltivar;arcts,Coltivar arcts
503,503,alberi;oste;tese;ape;are,S C I alberi SP oste D A tese NZ ape N S are,Scialbe;risposte;date;senza;pensare,Scialbe risposte date senza pensare
504,504,moneta;tale;di;mostri,"moneta RO, tale NTO L O di mostri",Mon;e;taro;taleto;di;mostri,Mon e taro taleto di mostri
505,505,fa;ciac;punta,,Facoltà;comuta,Facoltà comuta
506,506,pedale;peri;lati;di;ore;di;etto,OS pedale peri M A lati di CU ore E di P etto,Ospedale;per;i;malati;di;cuore;e;di;petto,Ospedale per i malati di cuore e di petto
507,507,ala;amo;tomi;orata,M ala T amo L tomi GLI orata,Malata;molto;migliorata,Malata molto migliorata
508,508,Lodi;cono,PAO Lodi A cono,Paolo;diacono,Paolo diacono
509,509,Enea;tele;visi,IM Enea N TO tele visi VO,Imeneo;televisivo,Imeneo televisivo
510,510,tori;Leda;ore,,Scatenare;l;ade,Scatenare l'ade
511,511,torero;manti,AU torero manti C O,Autore;romantico,Autore romantico
512,512,pia;otri;tino,pia TT otri E S tino,Piatto;triestino,Piatto triestino
513,513,topi;ode;rime,AL topi AN ode rime CO,Altopiano;dericemo,Altopiano dericemo
514,514,re;da;ring;lese,re da ring lese,Redaring;inglese,Redaring inglese
515,515,amo;Liegi;viale,L amo G Liegi O viale,La;moglie;gioviale,La moglie gioviale
516,516,ode;stie;orsi,M ode stie S B orsi,Modesti;esborsi,Modesti esborsi
517,517,more;in;menti;ile,A more in DI menti C A B ile,Amore;indimenticabile,Amore indimenticabile
518,518,ala;medio,S ala medio CA,,Salaceioca
519,519,tute;armi;re,tute L armi N O re NNI,Tutelar;minorenni,Tutelar minorenni
520,520,tori;aro,AL tori P aro,Alto;riparo,Alto riparo
521,521,si;sul;malati,VI si TA sul A M malati,Visita;sul;ammalati,Visita sul ammalati
522,522,Alpi;tante;parte,P Alpi tante tante parte T A,Palpitante;partenza,Palpitante partenza
523,523,tram;ara;oste,tram AND ara IP oste RI,Tramandar;ai;posteri,Tramand ai posteri
524,524,orme;di,E N orme di di sor N E,Enorme;disordinate,Enorme disordinate
525,525,palombaro;teso,IM palombaro teso RI,Impalo;bor ESI,Impalo bor ESI
526,526,asse;redi;miss;nari,asse S SO redi miss IO nari O,Assessore;dimissionario,Assessore dimissionario
527,527,re;rete;Po,P re NDE rete M Po,Prendere;tempo,Prendere tempo
528,528,rena;rena;ali;tende,F rena rena T U R ali tende NZE,Frenare;naturali;tendenze,Frenare naturali tendenze
529,529,fa;fa;Nemi;anta;ore,fa N fa R O Nemi LL anta T ore,Fanfarone;millantatore,Fanfarone millantatore
530,530,ascia;teca;are;ore,L ascia teca NT are I L C U ore,Lasciate;cantare;il;cuore,Lasciate cantare il cuore
531,531,nodo;duna;la,A nodo duna P I la,Anodo;d;una;pila,Anodo d'una pila
532,532,su;sci;are;manica;astro,su sci T are I M manica T astro FI,Suscitare;immani;catastrofi,Suscitare immani catastrofi
533,533,scia;lane;ode,scia BO lane LF ode RO,Sciabola;nel;foderò,Sciabola nel foderò
534,534,Giove;uva;capi,LA Giove NT uva capi TA,La;gioventù;va;capita,La gioventù va capita
535,535,ellissi;ori;ratto,,Belliosità;ricatto,Belliosità ricatto
536,536,re;tra;rete;remo,re GIS tra rete R remo TI,Registrare;terremoti,Registrare terremoti
537,537,ratti;ossi,BU ratti NI R ossi,Burattini;rossi,Burattini rossi
538,538,sole;tea;orto,sole R tea P P orto,Solerte;apporto,Solerte apporto
539,539,arpa;leggio,F arpa L leggio,Far;palleggio,Far palleggio
540,540,Asti;come;saggi,IC Asti come S saggi O,Icastico;messaggio,Icastico messaggio
541,541,Man;eco;letti,Man I eco L letti V E,Manie;collettive,Manie collettive
542,542,laser;ramo;rena,laser ramo rena,La;sera;monera,La sera monera
543,543,con;su;Marte,con su Marte,Consumar;tè,Consumar tè
544,544,nero;copie;tese,U nero I copie M ON tese,Un;eroico;piemontese,Un eroico piemontese
545,545,nari;dadi;tesi,U nari D dadi P O tesi,Una;ridda;d;ipotesi,Una ridda d'ipotesi
546,546,risi;riso;riso;risi,PU risi NCE riso LA riso R risi,Puri;sincirs;oloris;sorrisi,"Puri, sincirs, oloris sorrisi"
547,547,armi;re;recis,D armi SU re P recis,Dar;misure;precise,Dar misure precise
548,548,porta;mento;ante;cono;nido,COM porta mento G A L ante cono G nido NNA,Comportamento;galante;con;ogni;donna,Comportamento galante con ogni donna
549,549,remi;dente,remi S C R E dente,Re;miscredente,Re miscredente
550,550,anca;tea;tesa,SFI anca N tea T tesa,Sfincante;attesa,Sfincante attesa
551,551,anime;San;rose,S anime San M O rose,Saménese;amorose,Saménese amorose
552,552,ora;di;oca,SP ora di C oca SO,Sporadico;caso,Sporadico caso
553,553,nel;lido;Vi,A nel lido Vi,Anelli;dovi,Anelli dovi
554,554,seri;riso,E S seri R riso,Esser;irriso,Esser irriso
555,555,nani;ore;arto,U nani MOS ore P arto,Un;animoso;reparto,Un animoso reparto
556,556,pica;colmi;mi;tic,ROM pica colmi G mi S tic I,Rompicacoli;misticisti,Rompicacoli misticisti
557,557,costa;Teresa,S costa N Teresa,Scostante;resa,Scostante resa
558,558,Pi;cola;cola,Pi C cola S cola RA,Piccola;scolara,Piccola scolara
559,559,re;lire;Cipro,re G A lire Cipro CI,Regali;reciproci,Regali reciproci
560,560,remo;semina;care;alato;alfa,E remo semina S care GN alato D alfa I,Eremo;seminascare;gnalato;dai;fai,"Eremo seminascare gnalato dai ""fai"""
561,561,dea;Ate,RON dea RM Ate,Ronde;armate,Ronde armate
562,562,dardi;etti;recise,dardi R etti V E P recise,Dar;direttive;precise,Dar direttive precise
563,563,attore;sci,P attore sci SSO,Patto;rescisso,Patto rescisso
564,564,oca;olio;vino;Ati,V oca B olio V vino NUS Ati,Vocaboli;ovvi;non;usati,Vocaboli ovvi non usati
565,565,oca;epe;ante,GI oca R epe S ante,Giocare;pesante,Giocare pesante
566,566,scopa;saggio,BRU scopa S saggio,Brusco;passaggio,Brusco passaggio
567,567,lana;rade;eco,lana T U rade LL eco SE,La;natura;delle;cose,La natura delle cose
568,568,ode;arti;anni,SP ode ST arti R anni,Spodestar;t anni,Spodestar t anni
569,569,oca;enti,L oca MB I enti,Locas;ambiti,Locas ambiti
570,570,oste;amo;orate,C oste GI amo NIT orate,Coste;già;monitorate,Coste già monitorate
571,571,nano;Ancona;si,U nano IOS Ancona O si,Una;noiosa;noansi,Una noiosa noansi
572,572,oste;nere;stie;con;micio;nero,S oste nere CO stie con O micio nero SI,Sostenere;costi;economici;onerosi,Sostenere costi economici onerosi
573,573,pollai;ali,A M pollai ali N A,Ampollai;inaula,Ampollai inaula
574,574,arti;remi;ante,P arti remi G R ante,Partire;migrante,Partire migrante
575,575,rocca;tiara;esca,B rocca tiara B esca TI,Broccati;arabescati,Broccati arabescati
576,576,do;giardiniera;etti,do L giardiniera N F etti,Dolgi;a;rianfetti,Dolgi a rianfetti
577,577,gente;are,AR gente OM are,Argenteo;mare,Argenteo mare
578,578,rena;tasca;nata,SE rena tasca NZ O nata,Serenata;scanzonata,Serenata scanzonata
579,579,moschea;cane,moschea F RI cane,Mosche;africane,Mosche africane
580,580,asse;odi;vaso,asse DI odi N vaso RI,Assedio;d;invasori,Assedio d'invasori
581,581,legge;ras;puma,legge ras puma,Leggera;spuma,Leggera spuma
582,582,otarie;mi;ione,B otarie mi S S ione,Botà;ri;emissione,Botà ri emissione
583,583,sergente;desta,ES sergente MO desta,Esser;gente;modesta,Esser gente modesta
584,584,dei;olla;ile,F E dei NCR olla B ile,Fede;incollabile,Fede incollabile
585,585,are;unto;in;ponente,US are unto NO in DI S ponente,Usare;un;tono;indisponente,Usare un tono indisponente
586,586,dio;odi;dio,O dio S odi SSI dio,Odioso;dissidio,Odioso dissidio
587,587,Po;tinti,S Po tinti VU,Spot;in;tivù,Spot in tivù
588,588,larice;cava,larice R cava NA,La;ricerca;vana,La ricerca vana
589,589,ape;sante;dita,UN ape sante E R E dita,Una;pesante;eredità,Una pesante eredità
590,590,rospi;fossa,AVE rospi fossa CI,Aver;ospiff;osci,Aver ospiff osci
