,idx,word_guesses,first_pass,solution_words,solution
499,499,su;rive;ali,S su T rive R B ali,Sussurti;rivelati,Sussurti rivelati
500,500,esse;mensola;tori,S esse I mensola tori O,Sessimo;latorio,Sessimo latatorio
501,501,pronti;mendicanti;Belli,pronti mendicanti R I Belli,Pronti;mend;icanti,Pronti mendicanti
502,502,pistola;ara;nana,pistola I V ara nana S,Pistola;ivana,Pistola ivana
503,503,alberi;bilancio;surreali;ape;are,S C I alberi S P bilancio D A surreali N Z ape N S are,Scialberi;spbilancio;da;surreali;nzapensare,Scialberi da surreali nzapensare
504,504,chiave;tale;O;mostri,chiave RO tale NTO L O O mostri,Chi;è;vero;talento;lo;mostri,Chi è vero talento lo mostri
505,505,fa;motore;schizzo,fa C motore O M schizzo,Facciamo;teschizzo,Facciamo teschizzo
506,506,salita;ontani;lato;dì;ore;dì;etto,OS salita ontani MA lato dì CU ore E dì P etto,Ossalato;di;N;malato;di;cuore;e;di;petto,Ossalato di N malato di cuore e di petto
507,507,muro;amo;tomi;orata,M muro T amo L tomi GLI orata,Murota;moli;gliorata,Murotamoliorata
508,508,lodi;cono,PAO lodi A cono,Palod;iacono,Palodiacono
509,509,Pia;opere;morti,IM Pia N TO opere morti VO,Impianto;mortuario,Impianto mortuario
510,510,gladiatori;Leda;ore,S gladiatori EL Leda M ore,Sgladiator;i;Leda,Sgladiatori ' Leda
511,511,toro;manti,AU toro manti C O,Autori;romantici,Autori romantici
512,512,Pia;otri;tino,Pia T T otri E S tino,Piatti;rotini,Piatti rotini
513,513,allodole;ode;sonetti,AL allodole AN ode sonetti CO,Allodole;anode sonetti,Allodole anode sonetti
514,514,re;porte;ring;lesioni,re porte ring lesioni,Reporter;inglesi,Reporter inglesi
515,515,occhio;Leeds;parco,L occhio G Leeds O parco,Lo;chiude;glieleedsoparco,Lo chiude glieleedsoparco
516,516,ode;pollai;orsi,M ode pollai S B orsi,Modelli;sportivi,Modelli sportivi
517,517,more;delle palme;DNA;rane,A more delle palme DI DNA C A B rane,Amore;delle palme di DNA cabrane,Amore delle palme di DNA cabrane
518,518,torre;pollice,S torre pollice C A,Storce;il;capo,Storce il capo
519,519,tute;valigie;RE,tute L valigie N O RE NNI,Tutele;valigie nonni,Tutele valigie nonni
520,520,leoni;patata,AL leoni P patata,Alle;onipata,Alle onipata
521,521,sì;tra;ammalati,VI sì TA tra A M ammalati,Visita;tra;ammalati,Visita tra ammalati
522,522,Alpi;tante;parti,P Alpi tante parti T A,Palpitante;attesa,Palpitante attesa
523,523,traccia;ara;astemio,traccia AND ara IP astemio RI,Tracciandara;di;astemio,Tracciandara di astemio
524,524,orme;dì,E N orme dì sordì N E,Enorme;disordine,Enorme disordine
525,525,mani;pari,IM mani pari RI,Impari;parità,Impari parità
526,526,asse;vitelli;barzelletta;narici,asse S S O vitelli barzelletta I O narici O,Asse;sovitellibarzellettaio,Asse sovitellibarzellettaio
527,527,re;re;mare,P re N D E re te M mare,Prendere;temare,Prendere temare
528,528,rena;rena;scarpe;tende,F rena rena T U R scarpe tende N Z E,Frenare;nascarpe;tende,Frenare nascarpe tende
529,529,fa;fa;Bracciano;anta;amore,fa N fa R O Bracciano L L anta T amore,Fanfarone;braccialettato,Fanfarone braccialettato
530,530,mina;teca;are;ore,L mina teca N T are I L C U ore,Lamentare;catene;di;cuore,Lamentare catene di cuore
531,531,nodo;duna;là,A nodo duna P I là,Anodo;d;una;pila,Anodo d'una pila
532,532,monta;sci;are;Manica;argentea,monta sci T are I M Manica T argentea FI,Montascale;timare;manica targa,Montascale timare manica targa
533,533,scia;fili;ode,scia B O fili L F ode R O,Sciabola;di;foderato,Sciabola di foderato
534,534,Giove;riso;bottoni,LA Giove NT riso bottoni TA,La;gioventù;di;risate,La gioventù di risate
535,535,cerchio;ori;ratto,B cerchio M ori T ratto,Bcerchiom;oritratto,Bcerchiom oritratto
536,536,re;tra;re;re,re G I S tra re te R re mo T I,Registra;retemoti,Registra retemoti
537,537,ratti;ossi,BU ratti NI R ossi,Burrattini;rossi,Burrattini rossi
538,538,Ade;tea;campo,Ade R tea P P campo,Adesione;teppista,Adesione teppista
539,539,fionda;leggio,F fionda L leggio,Fio;ndaleggio,Fiondaleggio
540,540,Asti (Adriana Asti);come;saggi,IC Asti come S saggi O,Icastico;messaggio,Icastico messaggio
541,541,sì;eco;sogni,sì I eco L sogni V E,Sì;I colossi sogni ve,"Sì, i colossi sogni ve"
542,542,laser;ramo;rene,laser ramo rene,La;serr;amone,La serramone
543,543,in;forza;sarte,in forza sarte,Inforzare;te,Inforzarte
544,544,abito;copie;tese,U abito I copie M ON tese,Un;abitico;piemontese,Un abitico piemontese
545,545,narici;dadi;tesi,U narici D dadi P O tesi,Una;ricetta;d';adipe,Una ricetta d'adipe
546,546,Risi;riso;riso;Risi,PU Risi NCE riso LA riso R Risi,Puri;siriso;lariso;risi,Puri siriso lariso risi
547,547,armi;cavallo;cavallo,D armi SU cavallo P cavallo cise,Dar;mi su;cavallo cise,Darmi su cavallo cise
548,548,porta;mento;ante;cono;nido,COM porta mento G A L ante cono G nido NNA,Comportamento;galante;con;g;nido,Comportamento galante con gnido
549,549,remi;buco,remi S C R E buco,Re;mischiarebuco,Remischiarebuco
550,550,anca;tea;tesa,SFI anca N tea T tesa,Sfiancante;attesa,Sfiancante attesa
551,551,totali;Santa;rose,S totali Santa M O rose,Statalismo;amorose,Statalismo amorose
552,552,speranza;di;oca,SP speranza di C oca SO,Speranza;dico,Speranza dico
553,553,nel;lido;nati,A nel lido nati,Anelli;donati,Anelli donati
554,554,seri;riso,E S seri R riso,Esseri;rissosi,Esseri rissosi
555,555,nani;ore;dito,U nani MOS ore P dito,Un;animoso;perdono,Un animoso perdono
556,556,pica;pieni;MI (Milano);tic,ROM pica pieni G MI S tic I,Rompicapi;pieni di mistici,Rompicapi pieni di mistici
557,557,costa;Teresa,S costa N Teresa,Scostan;tera,Scostantera
558,558,adagio;D'Urso;D'Urso,adagio C D'Urso S D'Urso R A,Adagios;Cdurso,Adagios Cdurso
559,559,re;Cipro,re G A lire Cipro CI,Regali;ricapitolazioni,Regali ricapitolazioni
560,560,Remo;semina;care;alato;alfa,E Remo semina S care GN alato D alfa I,Eremo;seminascaregnalato;dalfai;E,Eremo seminascaregnalato dalfai E Remo
561,561,dea;Eris,RON dea RM Eris,Ronde;ameris,Ronde ameris
562,562,frecce;etti;recise,frecce R etti V E P recise,Fre;cceRetti;recise,FrecceRettirecise
563,563,contro;sci,P contro sci S S O,P;controsciasso,P controsciasso
564,564,oca;scatola;vino;Enea,V oca B scatola V vino NUS Enea,Vocabolario;di;vini;usati,Vocabolario di vini usati
565,565,bile;rotonde;serrande,GI bile R rotonde S serrande,Gibiler;rotonde,Gibiler rotonde
566,566,scopa;pagella,BRU scopa S pagella,Brusco;passaggio,Brusco passaggio
567,567,lana;seni;Eco,lana T U seni L L Eco S E,La;natura;senile;cose,La natura senile cose
568,568,ode;arti;anni,SP ode ST arti R anni,Spodestarti;Ranni,Spodestarti Ranni
569,569,"India (riferimento al libro ""Passaggio in India"" di E.M. Forster);enti",L India MB I enti,Lindi;ambienti,Lindi ambienti
570,570,oste;lenza;triglie,C oste G I lenza N I T triglie,Coste;gli;italiani,Coste gli italiani
571,571,nano;Ascoli;sì,U nano IOS Ascoli O sì,Una;noiosa;colossì,Una noiosa colossì
572,572,oste;nere;ceste;timoniere;gatto;inchiostro,S oste nere CO ceste timoniere O gatto inchiostro SI,Sostenere;costi;timonieri;gattosi,Sostenere costi timonieri gattosi
573,573,pollai;punte,A M pollai punte N A,Ampollai;punte,Ampollai punte
574,574,arti;remi;ante,P arti remi G R ante,Partire;migrante,Partire migrante
575,575,lana;tiara;esca,B lana tiara B esca T I,Blanati;rabiestati,Blanati rabiestati
576,576,sol;cieco;etti,sol L cieco N F etti,Solle;c;onfetti,Sollec confetti
577,577,somma;are,AR somma OM are,Arsomma;re,Arsomma re
578,578,sabbia;piega;nata,SE sabbia piega NZ O nata,Sespiegano;zonata,Sespiegano zonata
579,579,moschea;cane,moschea F R I cane,Moschea;fricante,Moschea fricante
580,580,gene;odi;orcio,gene DI odi N orcio RI,Genitori;d';ironico,Genitori d'ironico
581,581,legge;negus;puma,legge negus puma,Legge;negus,Legge negus
582,582,"sirene;o (la lettera centrale di ""Romina"");Ione",B sirene o S S Ione,Bion;e;sirenossione,Bione e sirenossione
583,583,sergente;desta,ES sergente MO desta,Esser;gente;modesta,Esser gente modesta
584,584,dei;pignatta;raganelle,F E dei N C R pignatta B raganelle,Fede;incrollabile,Fede incrollabile
585,585,,US are unto NO ITA e NOR DI S O,Usare;un;tono;di sinistro,**Usare un tono di sinistro**
586,586,dio;odi;dio,O dio S odi S S I dio,Odissea;siderale,Odissea siderale
587,587,Po;tinti,S Po tinti V U,Spot;in;TV,Spot in TV
588,588,pino;cava,pino R cava N A,Pi;norcava;na,Pinorcavana
589,589,ape;sante;dita,UN ape sante E R E dita,Una;pesante;eredità,Una pesante eredità
590,590,larve;Sandokan,AVE larve Sandokan CI,Avel;arve;Sandokan,Avelarve Sandokan
591,591,devote;asso;lati;teli,A M devote D asso lati T E R teli,Amde;di;votassolati;teli,Amdevotassolatiteli
592,592,rio;Negro;seta,rio Negro S seta N O,Rione;grossetano,Rione grossetano
593,593,amore;la;tini;Po;tini,amore la tini Po tini,Amorelatini;Potini,Amorelatini Potini
594,594,picco;dacia;doti,picco L dacia N D A doti,Piccola;dacia dotata,Piccola dacia dotata
595,595,ghepardo;visi pallidi,BEL ghepardo visi pallidi O NI,Belve;ghepardoni,Belve ghepardoni
596,596,Volta;muta,RI Volta TE muta,Rivolta;temuta,Rivolta temuta
597,597,Borg;stella;nano,Borg O M stella R E nano,Borgomastro;lenano,Borgomastro lenano
598,598,ava;opera;pavoni,L ava R opera T pavoni,Lavaro;per;tapavoni,Lavaro per tapavoni
599,599,tratta;radice,NE tratta AC radice,Netratta;cradice,Netratta cradice
600,600,Baracca (Francesco Baracca è stato un famoso aviatore italiano);lupa (la Lupa Capitolina è il simbolo di Roma),Baracca N T lupa S A,Bar;accanita;lupa,Bar accanita lupa
601,601,su;strega;avi;orti;ora,su B I strega G R avi T orti M ora L I,Subito;stregati;orti;morali,Subito stregati orti morali
602,602,albero;re;tori,IM albero re N tori E,Imbarone;retoriche,Imbarone retoriche
603,603,asini;dai,asini N O A P dai,Asino;n;dai,Asino n dai
604,604,lenti;adipe;tori,V A lenti adipe S C A tori,Valenti;di;pescatori,Valenti di pescatori
605,605,asso;antere;ali,APP asso ON antere ali TY,Appassionatamente;onesti,Appassionatamente onesti
606,606,Po;Reagan;ronche,S Po R Reagan R ronche,Sporcare;Ronche,Sporcare Ronche
607,607,bus;ancora;etto,S bus ancora MI CH etto,Subisce;ancoramento,Subisce ancoramento
608,608,atleta;topi;NATO,CA atleta topi C C O NATO RE,Cato;re;topico;attonato,Catore topico attonato
609,609,pastore;dense,IM pastore dense NSO,Impasto;red;ense,Impasto redense
610,610,bradipi;lampada;tra,F I bradipi lampada R A tra,Fibra;di;platino;rara,Fibra di platino rara
611,611,zerbino;tori;grattugia,zerbino T tori D I grattugia,Zerbino;tigrato,Zerbino tigrato
612,612,unto;oli,unto C C oli E V E,Un;tocco;lieve,Un tocco lieve
613,613,duna;rami,RA duna rami CI,Radunara;mici,Radunaramici
614,614,sciame;sola,LI sciame N sola,Liscio;amensola,Liscio amensola
615,615,celle;falda;ore,E C celle N falda P ore,Eccellenza;nobile,Eccellenza nobile
616,616,cubo;modista,E cubo modista TO,Ecubomo;di;stato,Ecubomodistato
617,617,tazza;Lord,S tazza Lord A,Stazza;Lorda,Stazza lorda
618,618,prete;re;litri,prete S E re S litri,Presente;serelità,Presente serelità
619,619,barba (Federico Barbarossa);ratto,RU barba ratto LI,Rubar;barattoli,Rubar barattoli
620,620,rea;ore;Oli,CU rea M ore V Oli,Cure;amorevoli,Cure amorevoli
621,621,In;odi;edite;Enza,In odi ON edite ND Enza,Inodiate;le;tendenze,Inodiate le tendenze
622,622,ventre;arso;albero;rami,PR ventre R arso R albero rami CI,Preventivo;raramente;si;dice,Preventivo raramente si dice
623,623,Rodi;Giosafat;fede,P Rodi Giosafat T U fede,Prodigiosa;Tuffede,Prodigiosa Tuffede
624,624,centro;medi;dito,centro medi T R A dito R I,Centra;il;mediatore,Centra il mediatore
625,625,stola;guancia;Ande,VA stola guancia IL Ande SE,Vasta;gola;incandescente,Vasta gola incandescente
626,626,tende;marea;nera;dipinto;posa,AT tende marea nera M EN dipinto S posa,Attenderemo;mareanera;di;posa,Attenderemo mareanera di posa
627,627,toto;arpa;re,IN toto TR arpa re NTI,Intototrapa;rente,Intototraparente
628,628,presa;remo;leoni,presa G I remo MEN leoni G I,Presagi;remoti;leoni,Presagi remoti leoni
629,629,p;chela;ora;ginepro;ludo;acerbi,SAp p TE chela SBA ora G ginepro V ludo D acerbi,Spettacolo;che;fa;sognare;ogni;sera,Spettacolo che fa sognare ogni sera
630,630,vita;marcia;prete,E vita marcia N E prete S E,Evita;la;marcia;neppure,Evita la marcia neppure se!
631,631,primo;remi,primo P remi O,Primo;premio,Primo premio
632,632,in;studenti,in F E studenti B I,Infestudi;enti,Infestudenti
633,633,ara;faro,C ara F faro T T A,Caraffa;rotta,Caraffa rotta
634,634,frange;re;re;geni,IN frange re I re GO L A geni,Infrangerei;i;regoliageni,Infrangerei i regoliageni
635,635,alveare;sandali;presa,alveare L O sandali M presa,Alveare;lompresa,Alveare lompresa
636,636,est;ancia,R est O M ancia,Resta;omancia,Resta omancia
637,637,ante;Diana,P I ante Diana N A S,Pianta;di;ananas,Pianta di ananas
638,638,disco;ore;strato,disco R S ore G I strato,Discorso;regolare,Discorso regolare
639,639,destinazione;in coda;lana;sci,D destinazione N I in coda L lana sci T A,Destinazioni;in;lascita,Destinazioni in lascita
640,640,biglia;tori,A biglia T tori,Abili;attori,Abili attori
641,641,stalliere;est;tea;gol,QU stalliere E est N tea gol NO,Questalliere;est;negol,Questalliere est negol
642,642,la;mesti,la mesti FA SE,Lame;stifase,Lame stifase
643,643,Adige;nove,ST Adige nove SI,Stadi;genovesi,Stadi genovesi
644,644,avo;avi;Cita,F avo S avi N Cita,Favosità;savinca,Favosità savinca
645,645,arpista;era;pini;cuscino,D arpista LIB era pini L D E cuscino,Dar;pista;libera;era;di;cuscino,Dar pista libera era di cuscino
646,646,unta;bus;ciocco,unta bus ciocco,un;tabus;ciocco,Un tabusciocco
647,647,sudato;are;bomba;teste,PRI sudato M IN are DO bomba teste SSO,Prima;di;sudare;molto;di;testa,Prima di sudare molto di testa
648,648,ara;prese;zio;africana;Noè;ode,UN ara P prese N T A zio africana F I Noè ode R NA,Una;rapina prese;nazio;neode,Una rapina prese nazionode
649,649,bacca;teca;asta,bacca R A teca N asta,Baccarate;a;canasta,Baccarate a canasta
650,650,pedoni;con;torri,pedoni D A con torri V A,Pedoni;dicon;torri,Pedoni dicon torri
651,651,tesi;clou,tesi G clou N T E,Te;sigillano;clou,Te sigillano clou
652,652,rum;Eurota;secchi,AG rum Eurota N secchi TI,Agrume;rotanseccheti,Agrume rotanseccheti
653,653,rovi;Cina;dente,rovi N Cina R I dente,Rovinci;nardente,Rovincinardente
654,654,saluti;altari;unite,saluti N U altari unite R,Salutarono;al;tarir,Salutarono altari
655,655,ala;chef;ape,M ala TO chef ape NA,Malato;che;fa;pena,Malato che fa pena
656,656,filo;usato;mano,filo usato mano,Filousat;omano,Filousat omano
657,657,tre;nodi;tori,tre nodi M I N A tori,Trema;in;nottatori,Trema in nottatori
658,658,gru;pendio;rane,gru P pendio D rane O N I,Grupp;o;di rane,Gruppo di rane
659,659,Jacopo Peri;nottambuli;tra;orsi,Jacopo Peri O nottambuli tra S C orsi,Perio;nottambuli,Perionottambuli
660,660,però;nata;Mao;ante,PE però nata Mao C C ante,Peronatan;te,Peronatante
661,661,fani;est;ape;ala;rima,F fani F est ape R L ala U rima,Fanf;estape;Rla;U;rima,Fanferstaperlarima
662,662,morto;est,IN morto est RI,Inmorte;stiri,Inmorte stiri
663,663,sposi;odi;tifo,DI sposi TIV odi GIT tifo,Dispositivi;di tifo,Dispositivi di tifo
664,664,pie;radice;ami,PE pie radice R ami CA,Peripera;di;ceramica,Peripera di ceramica
665,665,asse;cenerino,asse R I P cenerino T O,Asserì;pappagallino,Asserì pappagallino
666,666,"divani (divani letto, usati sia in estate che in inverno);avi;dee;ala;onda",L divani D avi dee R ala F I onda,L;diva;di;Raffa;e;di;onda,L' divadi Raffa e di onda
667,667,re;re;ape;re;eroica,C re DE re di S ape re o GN IC eroica,Credere;di;sapere;o;gnosi,Credere di sapere o gnosi
668,668,Po;boa,CU Po boa TO,Cupo;boato,Cupo boato
669,669,fiaba;nata,CUF fiaba G nata,Cuffia;bagnata,Cuffia bagnata
670,670,prete;remo;Eco;dita,prete N D E remo L T Eco M O dita,Prendete;le;comodità,Prendete le comodità
671,671,lato;crema,L lato crema NO,L;atocrem;ano,L' atocremano
672,672,segna;sardi;porta;porta,C segna sardi porta I N porta,Corsa;di;sa;rdi;in;porta,Corsa di sardini porta
673,673,radar;bombe,radar I bombe S E,Radi;aribombe,Radi aribombe
674,674,baro;seta;fusti,baro N E S seta R A N fusti,Baronesse;taranfusti,Baronesse taranfusti
675,675,lama;toro,lama T toro TTO,Lamattoro;tto,Lamattorotto
676,676,arabo;lava;motore,P arabo lava N G motore,Parabola;vangatore,Parabola vangatore
677,677,astri;arco;porti,L astri C arco N T porti,Lastricati;di porti,Lastricati di porti
678,678,in;pannolini;uva;tasca,in C I pannolini S uva S tasca L A,Inciampano;su;uvas;tasca,Inciampano su uvas tasca
679,679,nasi;raspe;nata,U nasi G NO raspe TTI nata,Una;signorina;grattatina,Una signorina grattatina
680,680,avi;ara;Avola,L avi T ara PID Avola,La;vita;tiara;padova,La vita tiara padova
681,681,asse;incudine;canti,T asse L incudine N canti,Tasse;licantini,Tasse licantini
682,682,botti;Rio;alte;barre,I botti R A Rio alte R barre V O,Ibrioaltere;barrevo,Ibrioaltere barrevo
683,683,ruspa;sano;rosa;regina,,Ruspan;osano;regina,Ruspan osano regina
684,684,chino;cubo;cubo;cera,chino N cubo S CE cubo S cera,Chi;non;conosce;cera,Chi non conosce cera
685,685,erta;Iris;pedoni,AV erta NT Iris P pedoni,Averti;niris;pedoni,Averti niris pedoni
686,686,(dobbiamo risolvere questo indizio);o;alata,UN [Gichero] S o G alata,Un;ghiso;galata,Un ghiso galata
687,687,stelle;banda,stelle L U banda T I,Ste;llelubanda,Stelle lubanda
688,688,recitano;VIP;posa,T R recitano VIP I posa T O,Traviamento;Vipostato,Traviamento vipostato
689,689,neri;gemmano,P E neri G O gemmano,Pene;rigemmano,Pene rigemmano
690,690,scala;est;Adige;tee;grata,scala T est O RI Adige N tee MI grata,Scalate;storie;di;gente;migrata,Scalate storie di gente migrata
691,691,numeri;timo;sette;retti,numeri E N timo L T sette S T retti,Numeri;enti;molesti,Numeri entimolesti
692,692,orto;nidi;ali,P orto nidi P ali ZZI,Portoni;di;palazzi,Portoni di palazzi
693,693,mirto;onde,PA mirto F onde,Pamir;tofonde,Pamir tofonde
694,694,nonno;diamante,nonno N C E diamante,Nonno;ce;diamante,Nonno ce diamante
695,695,lino;pino;soma;epilogo,lino pino soma epilogo,L;inosomato;epilogo,L'inosomato epilogo
696,696,re;re;di,S P re C A re di,Sprecare;redi,Sprecare di
697,697,Fiat;riparo;din,Fiat riparo din A T I,Fiatri;parodina,Fiatri parodina
698,698,titolo;oro,VES titolo G oro,Vestito;leggero,Vestito leggero
699,699,est;Noè,P est Noè L L I,Pesto;nelli,Pestonelli
700,700,ottoni;Eros,ottoni C Eros S A,Ottonico;rosa,Ottonico rosa
701,701,morso;cromosomi,AM morso R A cromosomi,Amor;sacromosomi,Amor sacromosomi
702,702,finestra;casa;scalinata,F finestra STI casa scalinata LE,Finestrasti;casa;e;scalinata,Finestrasti casa e scalinata
703,703,scilla;vitelli;vento,T scilla vitelli S P A vento,Tscillavit;e;llispavento,Tscillavite e llispavento
704,704,auto;re,C auto E re,Caute;orecchie,Caute orecchie
705,705,tende;Rea;arco,A T tende Rea L V arco,Attenderea;il;varco,Attenderea il varco
706,706,anta;pollo,S anta pollo NIA,Santa;pollonia,Santa Pollonia
707,707,aurora;tigri;giove;oli,V aurora I tigri giove RD OG N oli,Vaurora;itigrigioveRDOGNoli,Vaurora itigrigioveRDOGNoli
708,708,mani;gioielli;farro,M mani CCI gioielli NF farro,Maniccioli;gioielli,Maniccioli gioielli
709,709,nassa;sette;avi;utero;reti,NO nassa P sette L avi TA utero N reti,Non;assapetterai;la;vita;nel;tuo;nido,Non assapetterai la vita nel tuo nido
710,710,numero;mano,numero mano,Nume;romano,Nume romano
711,711,stinco;pane;Erato,REP stinco pane R TI Erato,Reppane;stincoerato,Reppane stincoerato
712,712,boss;NATO,MIT boss PIA NATO,Mitico;spianato,Mitico spianato
713,713,asti;nidi;rocca,B asti O nidi rocca T I,Bastioni;diroccati,Bastioni diroccati
714,714,Rosi;tassi;est,P Rosi tassi L V est R O,Prosti;t;a;ssi l'estro,Prosti tassi l'estro
715,715,torcia;neon,torcia N Z neon,To;rcianzenon,Torcianzenon
716,716,reti;arcobaleno;tino;carico,reti C arcobaleno N tino B carico LA,Retic;oarcobaleno;Tinob;carico,Retic oarcobaleno Tinob carico
717,717,est;fave;avi;tori,F est A fave X avi A tori,Festa;di;fa;voriatori,Festa di favoriatori
718,718,"in (la metà della parola ""indù"" è ""in"");Redi (Francesco Redi, autore del poema ""Bacco in Toscana"");tea (la ""tea room"" è una sala da tè);ligustro",in G Redi E N tea M ligustro,Ingredienti;tema,Ingredienti tema
719,719,elfi;Eros;panno,B elfi OR Eros panno SCO,Bel;fiore;rosa;di;panno,Bel fiore rosa di panno
720,720,rei;la;pancie,F A rei L P la S pancie,Fare;la;spancie,Fare la spancie
721,721,tot;tasso;tasso,A U tot T tasso F F tasso,Autotass;o tasso,Autotassotasso
722,722,Verdi;fani,DO Verdi S F fani,Dovere;divani,Dovere divani
723,723,sitar;tra;panieri;pale,VI sitar tra panieri C E pale RMO,Visitar;trapani;e;pale,Visitar trapani e pale
724,724,corti;alberi;cedole,corti alberi cedole,Cortesi;albericcedole,Cortesi albericcedole
725,725,alci;buffo;re,C alci ATO buffo re,Calciatore;di;Buffone,Calciatore di Buffone
726,726,berlina;topo,A berlina topo STO,Aberlina;stopo,Aberlina stopo
727,727,Leandro;miss;narici,Leandro I C I miss I O narici,Leanci;romissio,Leanciromissio
728,728,re;conta;nati,re N T I conta M I nati,Renitenti;acontaminati,Renitenti acontaminati
729,729,pigne;remi;Alì,pigne S T remi M Alì R I M E dit Alì,Pig;neStremi;Malì;Rimedita;l'Alì,Pig neStremi Malì Rimedita l'Alì
730,730,Ave;avi,Ave R L avi N T A,Averl;avinta,Averl avinta
731,731,Ares;nidi;zaini,F Ares OG nidi SAR zaini,Faro;segnali;ordinari,Faro segnali ordinari
732,732,Re;Re;Re;tema;mela;Re;mani,C Re DE Re ne L p Re se N tema S mela Re ne L DO mani,Credere;ne;l'eresia;è;temer;se;mani,Credere nell'eresia è temerse mani
733,733,gerle;assi;memorie;stoffe,LEG gerle M assi ME memorie STO stoffe,Legger;le;massime;e;memorie stoffe,Legger le massime e memorie stoffe
734,734,ambo;amici;Menica,E ambo amici S T Menica,E;ambo amici,E ambo amici
735,735,Australia;enti,CL Australia M BI enti,Classifica;ambienti,Classifica ambienti
736,736,tetto;raggio,P tetto raggio SI,Petto;raggiosi,Petto raggiosi
737,737,danno;nari,danno T I nari A,Danni;ti;nari,Danni ti nari
738,738,sera;India;etto,ES sera RSI India L etto,Esserasindi;a;letto,Esserasindi a letto
739,739,antenna;a;speculatore,I antenna a OS speculatore,I;a;antenna;speculatore,Io aspetto
740,740,meduse;Febe;Fanny Ardant (F.A.);poesia;Rosi,meduse N Febe F F.A. T T poesia C O Rosi,Medi;use;Febe;Fanny,Meduse Febe Fanny
741,741,re;cassetta;osti,P re cassetta S C osti,Precassetta;scosti,Precassetta scosti
742,742,ceste;ceste,B E ceste R E ceste,Beceste;receste,Beceste receste
743,743,Jacopo Peri;Francesco Redi;etto,S U Jacopo Peri O Francesco Redi R etto,Superiore;diretto,Superiore diretto
744,744,Siam;frasi,A Siam I N frasi,Asia;minori,Asia minori
745,745,cuori;odi;sci;noce,cuori T T odi sci O noce N T I,Cuoritoso;di;scionocenti,Cuoritoso di scionocenti
746,746,scattanti;arse;fondo;re,SC scattanti N arse R fondo TU re,Scattanti;narrefondo,Scattanti narrefondo
747,747,rande;aste;Rodi;frasi,G rande MO N aste Rodi S U frasi,Grande;monastico;su;frasi,Grande monastico su frasi
748,748,lato;re;erede;ora,GR lato V re erede C ora TO,Grato;veredecora;to,Grato veredecorato
749,749,letto;ala;orali;conca;ore,letto L G ala orali C O conca L ore,L;ettoala;L;orali;con;calore,L'ettoala L'orali con calore
750,750,Fermat;Est,AF Fermat Est AR,Affermare;star,Affermare star
751,751,tamburo;topo;alato,tamburo topo C OS alato,Tamba;to;rosato,Tambatosato
752,752,Ande;stella;nomi,ST Ande NOG stella nomi CO,Stando;a nomi costellati,Stando a nomi costellati
753,753,Eva;assi;scale,Eva S assi F I scale,Evassi;fscale,Evassi fscale
754,754,arco;nani;otre;Dante,ST arco nani M otre P I Dante,Stanco;di;nani;mortificante,Stanco di nani mortificante
755,755,siedi;toro;sponda,siedi S toro S E sponda,Siedistoro;sponda,Siedistoro sponda
756,756,ali;CONI;cova,M ali N CONI cova R S O,Malinconico;varso,Malinconico varso
757,757,pannolini;kitsch;Attis;carissimi,I pannolini kitsch IZZ Attis carissimi TA,I pannolini;kitsch;I;Attis,I pannolini kitsch I Attis
758,758,comandano;titani,comandano E N titani C H E,Comandante;enche,Comandante enche
759,759,primatista;sifone,SP primatista sifone MI,Sifone;primati,Sifone primati
760,760,rose;mani,rose N T I U mani,Rosenti;umani,Rosenti umani
761,761,nazionale;esteri;Richard;viale,U nazionale esteri L Richard I S viale,Una;nazionale;e;sterlina;sviale,Una nazionale e sterlina sviale
762,762,,,,
763,763,zampa;nidi;asino;oro,ES zampa ZI O nidi G asino D oro,Esaminando;zi;o;nidi d'oro,Esaminando zi o nidi d'oro
764,764,Bambi;note;star;do,Bambi note star do,Bambino;testardo,Bambino testardo
765,765,esca;remo;ore,P esca remo R M ore,Pesca;remore,Pesca remore
766,766,calza;trono,calza S trono T O,Calzastro;noto,Calzastro noto
767,767,armadio;ginestra,armadio R I ginestra N A,Arma;di;rigine;strana,Arma di rigine strana
768,768,divi;premi;basi;arsi,divi R S A premi E basi B arsi,DiviRSA;premiE;di;basiBarsi,Divi RSA premi e di basi bruciati
769,769,cella;reo;al,MA cella reo V al I,Macellare;ovi,Macellare ovi
770,770,albero;fette;tacco,albero R fette DI tacco N I,Albero;rifettato;di;taccini,Albero rifettato di taccini
771,771,Ava;incensi;incensi,Ava N Z incensi incensi T E,Avanzati;e;incensi,Avanzati e incensi
772,772,gene;otri;dardo,gene G N otri M E dardo,Genotipi;nordamericani,Genotipi nordamericani
773,773,Alpi;arditi;notizie,P Alpi T arditi M notizie,Palpitanti;di;notizie,Palpitanti di notizie
774,774,bar;aratri;est,S bar C aratri est E,Sbarcate;a;Trieste,Sbarcate a Trieste
775,775,anchorman;Roma;cervello,AR anchorman A Roma cervello O,Arancha;Maromano,Arancha Maromano
776,776,secche;Ron;Eco;ave,secche S T Ron Eco N F ave,Secche;di;Ron,Secche di Ron
777,777,Belgio;torero;mani,Belgio C A torero mani STA,Bel;gioca;toreromani,Belgiocatoreromani
778,778,serra;goloso,serra CHI goloso RO,Serraglio;c;hi,Serraglio c'hi
