,idx,word_guesses,first_pass,solution_words,solution
340,340,zeppi;ruso;setaccio,zeppi ruso R I setaccio S O,russo;setaccio;sovversivo,Russo setaccio sovversivo
341,341,via;aceto,GIO via aceto LLI,Giocattoli;acetilico,Giocattoli acetilico
342,342,nano;nano;nido,U nano M I nano nido N E A,U;nanonido;M;nanonido,Unanonido Mnanonido
343,343,Gange;nate;aste;nette,A S Gange nate aste nette,Gange;nate,Gange nate
344,344,unica;eco;etica,I unica eco etica,Unica;eticeco,Unica eticeco
345,345,,,,
346,346,,,,
347,347,,,,
348,348,ventiquattro;occhio;ocarina,S ventiquattro LL occhio LT ocarina,S;occhio;ocarina,Socchio ocarina
349,349,cuccia;rachide,BOC cuccia R rachide,Bocca;rachitica,Bocca rachitica
350,350,Roma;rana;labbra;valvole,Roma N Z rana C labbra V valvole,Romanza;labbraiole,Romanza labbraiole
351,351,bastoncini;bastoncini (di nuovo);aceto,LA bastoncini bastoncini PO aceto,Labastoni;acetonici,Labastoni acetonici
352,352,sardi;visti,F IS sardi visti VE,Sardi;vistosi,Sardi vistosi
353,353,cori;Gina,F RA cori Gina LE,Fora;gigantesca,Fora gigantesca
354,354,pattinaggio;cactus;gladiatori,pattinaggio OPE cactus T gladiatori ALE,Pattinaggio;gladiatorio,Pattinaggio gladiatorio
355,355,alto;odisseo;crine,alto O odisseo RI crine RE,Altissimo;o;crineo,Altissimo o crineo
356,356,bolla;ami;ali,BO bolla SI ami N ali,Bolla;di;ami;ali,Bolla di' ami ali
357,357,ali;ratti;baia,ali N ratti A B baia,Alabarda;ratto;baina,Alabarda ratto baina
358,358,larva;ape;ante,AR larva RI ape S ante,Larvaria;apeante,Larvaria apeante
359,359,,,,
360,360,,,,
361,361,zenith;invita;tori,G zenith I invita LI A tori,Giniti;latoriali,Giniti latoriali
362,362,generosi;mensa;radicate;stili,D generosi mensa N radicate G stili A,Dignità;stili;nascoste,Dignità stili nascoste
363,363,tre;Mori;asso,ES tre Mori B asso,Essere;tremante,Essere tremante
364,364,De Funès;zia;Turandot;OEA,De Funès R zia T Turandot P OEA TI,De;Turandot,De Turandot
365,365,baie;noce;scialuppe,baie noce scialuppe,Baie;noce,"Baie noce. Tuttavia, questa soluzione non sembra avere un senso. Potrebbe essere che ci sia un errore nella chiave di lettura o negli indizi. Normalmente, la chiave di lettura dovrebbe avere un numero di elementi pari al numero di indizi nel rebus."
366,366,lutto;lussuria;nazi,I lutto L lussuria N Z nazi,Il;lussurioso;nazista,Il lussurioso nazista
367,367,pro;sa;re,F pro sa MP re SA,Prosa;reale,Prosa reale
368,368,cintura;tacchino;sud,CH cintura V tacchino sud A,Chi;tacca;sud,Chi tacca sud
369,369,luna;Lete;esche,L luna L Lete D esche,La;Letizia;delle esche,La Letizia delle esche
370,370,attori;eros,attori RS eros E,Attori;eroici,Attori eroici
371,371,,,,
372,372,api;cola;Era,U N api C cola C AM Era,Co;lera;unapi,Colera unapi
373,373,ovest;metro;istante;noci,PR ovest metro OR istante N noci E,Pro;nestine,Pro nestine
374,374,mare;donna,U mare donna IF,U;marina;donna,U marina donna
375,375,,,,
376,376,re;ventre;Eris,re T T ventre G Eris,Re;ventresca,Re ventresca
377,377,occhio;gioielli;rotto,O occhio S gioielli MB rotto,Occhio;sull'orlo,Occhio sull'orlo
378,378,osteria;laude;lana,L osteria R Z laude L lana VE,osteria;laude;lana;RZVE,osteria laude lana rizzove
379,379,Vasto;bene,SC Vasto bene RCI,Vastamente;bene,Vastamente bene
380,380,urna;giuno;celle,C urna giuno R celle SE,Celle;urne,Celle urne
381,381,,,,
382,382,Ava;api;larghe;lame;alati,UN Ava ST api ANU larghe L lame RIC alati N A,Una;apianeggiata;larghe;la;lame;alate,Una apianeggiata larghe la di lame alate
383,383,,,,
384,384,,,,
385,385,ali;capelli;decagrammo,CI C ali capelli F decagrammo SO,Cicali;capellisodi,Cicali capellisodi
386,386,oca;lista;stria,V oca lista U stria CO,Volca;stolic,Volcastolic
387,387,,,,
388,388,insidioso;tesori,MAE insidioso T tesori,Maestà;insidiosa,Maestà insidiosa
389,389,stelle;mattine;savio;strenuo,stelle M mattine S savio NS strenuo,Stelline;strenuamente,Stelline strenuamente
390,390,poker;sante,LO poker S sante,Locale;santo,Locale santo
391,391,legno;elenco;immondo,PRO legno elenco immondo TI,Prolegomeni;immondi,Prolegomeni immondi
392,392,mancò,MA mancò TI,Manco;tondo,Manco tondo
393,393,ultimi;lineamenti;ante,SI ultimi lineamenti B I L ante,Sili;conante,Sili conante
394,394,enciclopedia;crawl;puledri,CAL enciclopedia crawl PO puledri C O,Crawl;di;pul;enciclopedie,Crawl di pul enciclopedie
395,395,pesci;ante,A pesci A M ante,Apri;ammantando,Apri ammantando
396,396,ara;colpevoli;Ludovico,P ara colpevoli L LU Ludovico T O,Pala;colpevoli,Pala colpevoli
397,397,,,,
398,398,stampi;pinze;polso,stampi S pinze NT I polso,Stampo;sinistropoli,Stampo sinistropoli
399,399,Nebrodi;nord;maso;Udine,VIV Nebrodi N nord RE maso LIT Udine,Nebrodi;nord;maso;udinese,Nebrodi nord maso udinese
400,400,,,,
401,401,tira;vestale;con;sosta,UN tira U vestale con sosta,Tu;vestale;sostanza,Tu vestale sostanza
402,402,Pellico;menu,Pellico LA menu,Pellicola;a;menù,Pellicola a menù
403,403,Ustica;sola;rema;Delia,C Ustica sola rema RA Delia SA,Cura;sola;sa,Cura sola sa
404,404,porta;rose;tegole,C porta R rose N tegole,Croce;di;rose;natalizie,Croce di rose natalizie
405,405,mille;marino;marino,US mille MO marino marino SI,Un;milionario;simile,Un milionario simile
406,406,legge;serrato;respiro,legge OR D serrato respiro,Leggero;respiroso,Leggero respiroso
407,407,mate;capo;Partia;anfore,mate capo Partia anfore,Mate;capo;anfore,Mate capo anfore
408,408,celle;rei;tema;ammicca,EC celle rei N MA tema ammicca A,Ecellerei;di;ammiccata,Ecellerei di ammiccata
409,409,,,,
410,410,pedina;noce;birrai,pedina N noce SC birrai,Pedinabirrai;noccioline,Pedinabirrai noccioline
411,411,per;ala;scia,per CC I ala scia TA,Perla;scialta,Perla scialta
412,412,orto;brividi;trappola,P orto brividi NL trappola E R A,Portobrividi;a;trappola,Portobrividi a trappola
413,413,sta;stalle;tubetto;dicono,sta stalle tubetto dicono,Stai;stolti,Stai stolti
414,414,ha;si,T ha si E,Sai;eternamente,Sai eternamente
415,415,,,,
416,416,leggio;spine,NO leggio spine XI,Noleggio;di;spinelli,Noleggio di spinelli
417,417,pronto;pronto;avi,PRO pronto ES pronto avi CE,Pronti;avi;per;ce,Pronti avi per ce
418,418,agar;grano;solfa,UN agar grano F I solfa,Agar;grano;solfeggiando,Agar grano solfeggiando
419,419,tre;mora;mozzo,ES tre mora M mozzo,Essere;mozzatrella,Essere mozzatrella
420,420,anelli;tesi;spine,A anelli tesi SA spine,Anelliti;sospine,Anelliti sospine
421,421,,,,
422,422,spari;seta;pedina,F spari S E seta GU pedina,Spi;seta;seta,Spisetaseta
423,423,ribelle;lamponi;ali,ribelle LO lamponi TI ali,Ribelle;alate,Ribelle alate
424,424,armonia;squame;Serifos;rime;si,armonia ST squame BE Serifos E SP rime R si,Armoniosa;Squame;Serifosa;Rimesi,Armoniosa Squame Serifosa Rimesi
425,425,borgo;rosa;montefiascone,borgo rosa M montefiascone,Borgo;rosa;montefiascone,Borgo rosa montefiascone
426,426,ave;cani;Mori;Trilussa,ave RI cani Mori Trilussa ON E,Avere;i;mori;oneste,Avere i mori oneste
427,427,giacca;ore;re,A giacca ore A re R,Agorà;rerum,Agorà rerum
428,428,Po;litri;ali,Po P O litri B ali,Politecnico;balilla,Politecnico balilla
429,429,voto;anelli;corvo,voto CI T anelli P corvo,Voto;ci;corvo,Voto ci't corvo
430,430,pinza;letto,PR pinza letto RE,Prima;lettori,Prima lettori
431,431,navi;tartuca;sale,U navi T tartuca sale,navette;tartufate;sale,Navette tartufate sale
432,432,pro;carote,F pro carote N U,Pro;carote,Procarote
433,433,re;rosa;suona;pece,P re MU rosa suona O pece,Pre;sopece,Pre sopece
434,434,,,,
435,435,porta;replica,UN porta OS R replica,Un;aperta;replica,Un aperta replica
436,436,ave;cechi;oneglia;fagiani,ave RE cechi SM oneglia FF fagiani,Ave;cechi;oneglia;fagiani,Ave cechi oneglia fagiani
437,437,spine;slick,spine STR slick,Spine;slick,Spine slick
438,438,,,,
439,439,giri;pio,DE giri O PI pio,Dogi;pio,Dogi pio
440,440,di;turba,CI di L turba,Città;turbinante,Città turbinante
441,441,sala;note,IN sala note S TE,Insonne;stante,Insonne stante
442,442,posate;arriva,posate A T R arriva,Porta;vini,Porta vini
443,443,osteria;bando;vitelloni;signora,S osteria bando P E vitelloni CA signora,Sostanza;e;bandiera;signoria,Sostanza e bandiera signoria
444,444,,,,
445,445,fori;lana;rospi;denti,EU fori lana RSO rospi MPU denti,Eulogia;la;rospi;dentellana,Eulogia la rospi dentellana
446,446,frecce;ghici;decine;poesie;ghici,frecce N ghici I N C decine poesie DO L L ghici,Fre;cinedici;n;poesie;n;ghici,Frecinedici n poesie n ghici
447,447,giurano;lana,giurano EL lana VA,Giurano;lana,Giurano lana
448,448,bimba;ulivo;luccio,V bimba B ulivo LG luccio,Vittoria;burla,Vittoria burla
449,449,tori;coltura;alieni;tori,S tori coltura alieni tori T MO,Satori;col;alieni;tori,Satori col alieni tori
450,450,tra;tristi;macina,tra tristi macina NTI,Tra;stimenticati,Tra stimenticati
451,451,sonetti;sonetti;ore,sonetti AT sonetti TT AT ore,Sonetti;ottenere,Sonetti ottenere
452,452,telegrammi;papa;etto,telegrammi O NE papa L etto,Telegrammone;di;papaletto,Telegrammone di papaletto
453,453,,,,
454,454,seta;drappi;nata,DIS seta N drappi MO nata,Setadrappeggi;nativi,Setadrappeggi nativi
455,455,Muti;Lesbo;tori,TE Muti SSI Lesbo T TA tori,Temuttori;ssi,Temuttori ssi
456,456,Pitagora;stelle;ami;are,Pitagora stelle N ami LIT are,Pitagoriche;stelle,Pitagoriche stelle
457,457,vecchio;più,COL vecchio N più,Vecchiopoli;più,Vecchiopoli più
458,458,,,,
459,459,,,,
460,460,limone;Frodo,limone D I Frodo,Limone;di;Frodo,Limone di Frodo
461,461,balene;backer,CA balene backer DE,Balene;backer,Balene backer
462,462,amo;bomba,FR amo NO bomba,Frana;bomba,Frana bomba
463,463,porta;salmo;libbre,porta NT salmo L libbre,Porta;salmilibbre,Porta salmilibbre
464,464,atlete;omero,ON atlete LE omero,Olimpiadi;leomiste,Olimpiadi leomiste
465,465,,,,
466,466,sol;roba;toro,sol RO roba TO toro,Solenne;roborante,Solenne roborante
467,467,per;sol;superbi,O per A sol AL superbi,Opera;sol;superba,Opera sol superba
468,468,ira;ali,ira Z I ali D O,Ira;zampillo,Ira zampillo
469,469,orma;lepre;viso,F orma lepre A V viso,Forle;viscoso,Forle viscoso
470,470,neve;fardello,RIG neve fardello IS,Nevica;fardelli,Nevica fardelli
471,471,Reno;rana;ocra;civico;sa;strada,T Reno R rana D ocra CO civico sa RSA strada,Tenore;ranocchio;ocra;strada,Tenore ranocchio ocra civico strada
472,472,fesa;pentola,SFI fesa N pentola,Sfinge;nobile,Sfinge nobile
473,473,manici;caro;caro,B manici C caro TA I caro,Car;manicatori,Carmanicatori
474,474,casco;bics,NU casco bics TA,Nubica;stico,Nubicastico
475,475,Mini;tetto;giorno,Mini ST tetto giorno ATI,Ministro;giurato,Ministro giurato
476,476,volte;mandorle,volte A M mandorle,Volta;a;mandorla,Volta a mandorla
477,477,strofiere;Ariete,strofiere TR Ariete SI,Strofetta;ritmica,Strofetta ritmica
478,478,,,,
479,479,leggio;est,leggio N est E,Legno;estivo,Legno estivo
480,480,orsi;re;quercia,C orsi D I re C U quercia,Corsi;di;quercia,Corsi di quercia
481,481,siepi;Noè;decagrammi,siepi ST Noè SS decagrammi,Siepi;Noè,Siepi Noè
482,482,rocca;gangster;dèi;cessioni;ginocchio,B rocca gangster NO dèi C cessioni LLI RO ginocchio,Brocca;gangster;dei;cessioni;ginocchi;Brocca,Brocca gangster dei cessioni ginocchi Brocca
483,483,spine;pompa;scolara,spine C pompa S scolara TA,Spina;pompastaccolata,Spina pompastaccolata
484,484,,,,
485,485,unto;nevi;comò,unto nevi comò,neve;in;commercio,Neve in commercio
486,486,mani;edison;est,mani ER edison est E,Manieste;son,Manieste son
487,487,avi;avi;Eva,L avi T avi EN Eva,La;via;via;E;La,La via via E La
488,488,dio;solco,O dio solco C CE,Odio;solitario,Odio solitario
489,489,,,,
490,490,spade;di;andor,spade di A O R andor,di;andor;spade,di andor spade
491,491,mele;scio;parisi,mele CO scio N parisi,Melo;scipione,Melo scipione
492,492,,,,
493,493,Cipro;Canti;Schiena,RE Cipro C Canti S Schiena,Ricercano;cipressi,Ricercano cipressi
494,494,,,,
495,495,Fellini;patriarchi;tori,Fellini CAT patriarchi T tori A,Fellinitoro;Fellinitoro,Fellinitoro Fellinitoro
496,496,,,,
497,497,pista;panna,MA pista P panna TI,Pista;pantanosa,Pista pantanosa
498,498,,,,
499,499,a;riva;ali,S a T riva RB ali,Salaria;triviale,Salaria triviale
500,500,,,,
501,501,Pronto;mendi;bellantoni,Pronto mendi R I bellantoni,Pronti;i;bellantonimi,Pronti i bellantonimi
502,502,colt;acri;nano,colt IV acri nano S,Colt;navale,Colt navale
503,503,foglie;tempo;romanzi;ape;ettari,SCI foglie SP tempo DA romanzi NZ ape NS ettari,Scienza;temporale;da;romanzi;Scienza,Scienza temporale da romanzi Scienza
504,504,,,,
505,505,la;tre;stura,la C tre O M stura,Lactea;costellatura,Lactea costellatura
506,506,gara;decano;quarto;giorno;turno;decimo,OS gara decano MA quarto giorno CU turno E giorno P decimo,Gara;di;decano;quarto;giorno;turno;giorno;è;decimo,"Gara di decano, quarto giorno turno, giorno è decimo"
507,507,muro;trucco;tomi;luccio,M muro T trucco L tomi GLI luccio,Murato;trucco;lombrichi,Murato trucco lombrichi
508,508,lodi;cono,PAO lodi A cono,Paolino;acrobata,Paolino acrobata
509,509,cleopatra;quadri;pallidi,IM cleopatra N TO quadri pallidi VO,Imperiale;ovazione,Imperiale ovazione
510,510,,,,
511,511,toro;corona,AU toro corona CO,Aura;conica,Aura conica
512,512,,,,
513,513,ratti;canzone;lauri,AL ratti AN canzone lauri CO,All'anima;canzonelauri,All'anima canzonelauri
514,514,re;porte;piano;piaghe,re porte piano piaghe,Re;piante,Re piante
515,515,occhio;lione;parco,L occhio G lione O parco,occhio;lione;parco,Occhio lione parco
516,516,odissea;pollai;orsi,M odissea pollai S B orsi,Mosca;sorprendente,Mosca sorprendente
517,517,fichi;domenica;dote;scoiattoli,A fichi domenica DI dote C A B scoiattoli,Ad;otoscoiattoli,Ad otoscoiattoli
518,518,,,,
519,519,,,,
520,520,gladiatori;mais,AL gladiatori P mais,Agli;plauditri,Agli plauditri
521,521,,,,
522,522,Alpi;molte;scene,P Alpi molte scene T A,Palpitante;sceneggiata,Palpitante sceneggiata
523,523,dritto;ara;sordo,dritto AND ara IP sordo RI,Dritto;and;sordeari,Dritto and sordeari
524,524,,,,
525,525,,,,
526,526,asse;vitelli;oh;nasi,asse S SO vitelli oh IO nasi O,Assestò;ovinosità,Assestò ovinosità
527,527,regnante;regnante;mare,P regnante NDE regnante te M mare,Regnante;mare,Regnante mare
528,528,lido;suola;tende,F lido L I D O T U R suola S U O L A tende T E N D E NZE,Fl;ido;tende,Fl ido tende
529,529,sol;sol;bracciano;ti,sol N sol RO bracciano LL anta T ti,Solista;antitetici,Solista antitetici
530,530,,,,
531,531,,,,
532,532,sali;sci;i;manica;luna,sali sci T i M manica T luna F I,Salici;timo;lunifili,Salici timo lunifili
533,533,scia;filo;canzone,scia BO filo LF canzone RO,Scialo;Bo;canzonetto,Scialo Bo canzonetto
534,534,Giove;orzo;bottoni,LA Giove NT orzo bottoni TA,La;novanta;La;tonante,La novanta La tonante
535,535,,,,
536,536,re;cen;rete;remo,re GIS cen rete R remo TI,rete;remota,rete remota
537,537,,,,
538,538,anello;garofano;piazzetta,anello R garofano P P piazzetta,Anellaria;piazzetta,Anellaria piazzetta
539,539,arco;leggio,F arco L leggio,Fal;leggero,Falleggero
540,540,sandrelli;superlativo;sfilate,IC sandrelli superlativo S sfilate O,Sandrellisuperlativo;sfilato,Sandrellisuperlativo sfilato
541,541,assenso;eco;crini,assenso I eco L crini V E,Assenso;elicrinale,Assenso elicrinale
542,542,laser;ramo;rene,laser ramo rene,ra;mo;rene,Ramo rene
543,543,a;forza;sarte,a forza sarte,A;forza,A forza
544,544,nero;modelli;falde,U nero I modelli M ON falde,Nei;modelloni;defilade,Nei modelloni defilade
545,545,,,,
546,546,Bava;riso;Bava,PU Bava NCE riso LA riso R Bava,Pu;bavariso;lariso,Pubavariso lariso
547,547,spada;sette;sette,D spada SU sette P sette cise,Da;sette;settecisi,Da sette settecisi
548,548,porta;capro;ante;cornetto;nido,COM porta capro GAL ante cornetto G nido NNA,Comporta;capricorno;galantuomo;antico;gnana,Comporta capricorno galantuomo antico gnana
549,549,remi;foro,remi S C R E foro,re;scrimaglia,Re scrimaglia
550,550,reni;tea;tesa,SFI reni N tea T tesa,Rete;internazionale,Rete internazionale
551,551,alte;Tecla;rose,S alte Tecla M O rose,Sale;teclate,Sale teclate
552,552,basta;di;gallina,SP basta di C gallina SO,Sbagli;di galline,Sbagli di galline
553,553,in;lido;arrivati,A in lido arrivati,Al;lidolare,Al lidolare
554,554,,,,
555,555,mini;mosche;pollice,U mini MOS mosche P pollice,Umili;moschee;pollici,Umili moschee pollici
556,556,,,,
557,557,,,,
558,558,pianissimi;canori;canori,pianissimi C canori S canori R A,Canorissimi;Canorissimi,Canorissimi Canorissimi
559,559,Re;Cipro,Re G A li Cipro C I,Regali;cipressi,Regali cipressi
560,560,,,,
561,561,era;eris,RON era RM eris,Rea;eroina,Rea eroina
562,562,,,,
563,563,doppio;sci,P doppio sci SSO,Pdoppi;scissimo,Pdoppi scissimo
564,564,,,,
565,565,vile;rotonde;serrandi,GI vile R rotunde S serrandi,Vilissima;rotunda,Vilissima rotunda
566,566,scope;voto,BRU scope S voto,Brusco,Brusco sovotato
567,567,lana;baie;eco,lana T U baie LL eco SE,Tu;sei;l'eco;delle,Tu sei l'eco delle baie
568,568,ode;kung fu;anno,SP ode ST kung fu R anno,Soprano;stanno,Soprano stanno
569,569,lane;indipendenti,L lane MB I indipendenti,Lane;indipendenti,Lane indipendenti
570,570,fontana;gaffa;tinca,C fontana GI gaffa NIT tinca,Caffè;in;tinello,Caffè in tinello
571,571,nano;ascoli;sì,U nano I O S ascoli O sì,Un;ascolando;si,Un ascolando si
572,572,osteria;accanito;coop;steersman;gatto;in,S osteria accanito CO coop steersman O gatto in SI,So;accanito;gatto;in,So accanito gatto in
573,573,pollai;attaccanti,A M pollai attaccanti N A,Attaccanti;pollaia,Attaccanti pollaia
574,574,arti;remi;ante,P arti remi G R ante,Parti;remiganti,Parti remiganti
575,575,tela;tricorno;boccia,B tela tricorno B boccia T I,Boccia;tricorno,Boccia tricorno
576,576,fa;lento;fiori,fa L lento NF fiori,Falene;la;fioritura,Falene la fioritura
577,577,popolo;ettari,AR popolo OM ettari,Popolare;omaggio,Popolare omaggio
578,578,sabbia;nel;sposa,SE sabbia nel NZ O sposa,Sessa;onerosa,Sessa onerosa
579,579,moschea;cane,moschea F RI cane,Moschea;fricano,Moschea fricano
580,580,patrimonio;bacche;olla,patrimonio DI bacche N olla RI,Pat;di;olla,Pat'di'olla
581,581,,,,
582,582,sirene;romano;sesto,B sirene romano S S sesto,Basso;re;sessanta,Basso re sessanta
583,583,,,,
584,584,,,,
585,585,o;unto;nove;ponente,US o unto NO nove DI S ponente,Uno;o;novelle;saponificante,Uno o novelle saponificante
586,586,tridente;goti;tridente,O tridente S goti SSI tridente,Tridente;gotico,Tridente gotico
587,587,Po;vivaci,S Po vivaci V U,So;poi;vivaci,So poi vivaci
588,588,pino;cava,pino R cava NA,Ra;cavalcando;na,Ra cavalcando na
589,589,ape;sante;dita,UN ape sante E R E dita,Una;santa;santa,Una santa santa
590,590,,,,
591,591,,,,
592,592,rio;fons;seta,rio fons S seta N O,Riofons;setano,Riofons setano
593,593,,,,
594,594,picco;datcha;ereditarie,picco L datcha N D A ereditarie,Piccola;dachshund,Piccola dachshund
595,595,topolino;bianchi,BEL topolino bianchi O NI,Bellicoso;onirico,Bellicoso onirico
596,596,volta;muta,RI volta TE muta,Rivolta;temuta,Rivolta temuta
597,597,Borg;astro;nano,Borg O M astro R E nano,Borghese;omaggio,Borghese omaggio
598,598,,,,
599,599,viaggio;erba,NE viaggio AC erba,Viaggio;erbaceo,Viaggio erbaceo
600,600,baracca;alabarda,baracca NT alabarda SA,Bar;ardalo;sal,Bar ardalo sal
601,601,,,,
602,602,presepe;re;toro,IM presepe re N toro E,Presepe;renotoro,Presepe renotoro
603,603,asini;avanti,asini N O A P avanti,Asini;no;avanti,Asini no avanti
604,604,,,,
605,605,re;anelli;ali,APP re ON anelli ali TY,Apparecchio;alare,Apparecchio alare
606,606,rus;reagan;lance,S rus R reagan R lance,Sire;reale,Sire reale
607,607,bus;stella;cento,S bus stella M I C H cento,Stellare;centomila,Stellare centomila
608,608,corsa;danzano;NATO,CA corsa danzano C CO NATO RE,Cor;danza;za;notore,Cordanza notore
609,609,pastore;fitte,IM pastore fitte NSO,Imponente;stessa;finzione,Imponente stessa finzione
610,610,,,,
611,611,stuoia;tori;cruna,stuoia T tori D I cruna,Stuoiate;toridi,Stuoiate toridi
612,612,unto;grassi,unto CC grassi E VE,C;Grasso;Ve,CGrassoVe
613,613,,,,
614,614,scarmigliata;sola,LI scarmigliata N sola,Scarmigliata;solare,Scarmigliata solare
615,615,celle;visiera;secondi,EC celle N visiera P secondi,cellevisiere;secondi,cellevisiere secondi
616,616,,,,
617,617,tazza;Childe,S tazza Childe A,Strega;chioda,Strega chioda
618,618,prete;miliardo;pinta,prete SE miliardo S pinta,Prete;sempiterno,Prete sempiterno
619,619,barba;cavia,RU barba cavia LI,Rucola;barbaviva,Rucola barbaviva
620,620,,,,
621,621,tomahawk;versi;opere;Stirone,tomahawk versi ON opere ND Stirone,Tombe;di;operistironi,Tombe di operistironi
622,622,rotonda;arido;presepe;rami,PR rotonda R arido R presepe rami CI,Proroga;proroga;re;rami,Proroga proroga re rami
623,623,,,,
624,624,medio;pollici;dito,medio pollici T R A dito R I,Medio;di;ritrovo,Medio di ritrovo
625,625,cappello;viso;ande,VA cappello viso IL ande SE,Vacanza;in;Andalusia,Vacanza in Andalusia
626,626,tende;marea;minore;tela;posa,AT tende marea minore M EN tela S posa,A;tempesta;di;tela,A tempesta di tela
627,627,pari;liuto;re,IN pari TR liuto re NTI,Iniziativa;reale,Iniziativa reale
628,628,rosa;giubbotto;tigri,rosa G I giubbotto MEN tigri G I,Rosagiù;botto;tirigi,Rosagiù botto tirigi
629,629,,,,
630,630,,,,
631,631,,,,
632,632,in;studenti,in FE studenti BI,Insieme;biologi,Insieme biologi
633,633,,,,
634,634,bagni;re;re;talenti,IN bagni re I re GO LA talenti,Ingrana;re;talenti,Ingrana re talenti
635,635,alveare;saio;muscolo,alveare LO saio M muscolo,Alveolare;muscolare,Alveolare muscolare
636,636,,,,
637,637,ante;artemide,PI ante artemide NAS,Partenza;da;Artemide,Partenza da Artemide
638,638,salsa;secondi;strato,salsa R S secondi GI strato,Salsa;secondistrato,Salsa secondistrato
639,639,via;inerme;lana;sci,D via N I inerme L lana sci T A,Divina;in;luce,Divina in luce
640,640,biliardo;tori,A biliardo T tori,Abisso;tenebroso,Abisso tenebroso
641,641,,,,
642,642,Si;solenni,Si solenni FA SE,Sinfonia;sepolcrale,Sinfonia sepolcrale
643,643,adige;nove,ST adige nove SI,Stanno;sini,Stanno sini
644,644,pro;avi;cagnazzo,F pro S avi N cagnazzo,Proavi;cagnazzo,Proavi cagnazzo
645,645,,,,
646,646,,,,
647,647,impanato;ara;bomba;set,PRI impanato M IN ara DO bomba set SSO,Prima;im;bomba;ara;im;set,Prima im bomba ara im set
648,648,ettaro;aghi;zio;africana;coppia;ode,UN ettaro P aghi N TA zio africana FI coppia ode R NA,Una;poesia;africana;africana,Una poesia africana africana
649,649,bosco;arca;asta,bosco R A arca N asta,Bosco;R;anastatica,Boscoranastatica
650,650,pedine;con;damigelle,pedine D A con damigelle V A,Pedine;con;damigelle,Pedine con damigelle
651,651,commossi;gloriosi,commossi G gloriosi N TE,Com;gli;osi,Comgliosi
652,652,rum;eurotas;stenti,AG rum eurotas N stenti TI,Rum;stentite,Rum stentite
653,653,cactus;rione;denti,cactus N rione R I denti,Cattivi;ridenti,Cattivi ridenti
654,654,congedi;arredi;unite,congedi NU arredi unite R,Congedini;di;unire,Congedini di unire
655,655,timone;stellato;ape,M timone TO stellato ape NA,M;ape;to;stellato,Mapeto stellato
656,656,filo;uso;avaro,filo uso avaro,Filoso;usura,Filoso usura
657,657,tre;zolfo;tori,tre zolfo M I N A tori,Tre;zolfanina;toroide,Tre zolfanina toroide
658,658,gru;pedina;ninfe,gru P pedina D ninfe O NI,Gruppo;di;donne,Gruppo di donne
659,659,Scarlatti;notti;tra;orsi,Scarlatti O notti tra S C orsi,Scarlattini;traorsi,Scarlattini traorsi
660,660,,,,
661,661,,,,
662,662,ispettore;est,IN ispettore est RI,Ispettore;est,Ispettore est
663,663,sposi;odi;pedali,DI sposi TIV odi GIT pedali,Disposizioni;odipedia,Disposizioni odipedia
664,664,pie;radice;agghiaccianti,PE pie radice R agghiaccianti CA,Piere;radici;raggelanti,Pieri radici raggelanti
665,665,asse;cacatua,asse RIP cacatua TO,Asse;cacciatore,Asse cacciatore
666,666,letti;dadi;dee;rapido;onda,L letti D dadi dee R rapido F I onda,L;di;dadi;dee;rapido;di;onda,Letti di dadi dee rapido di onda
667,667,capo;capo;ape;capo;temeraria,C capo DE capo di S ape capo o GN IC temeraria,Capace;di;ape;o;temerario,Capace di ape o temerario
668,668,Pavia;boia,CU Pavia boia TO,Pavi;a boia,Pavi a boia
669,669,fiaba;nata,CUF fiaba G nata,Fiaba;geniale,Fiaba geniale
670,670,prete;rema;eco;dita,prete ND E rema LT eco MO dita,Pretendeva;e;dettagliata,Pretendeva e dettagliata
671,671,,,,
672,672,strada;sardi;porta,C strada sardi porta I N porta,Carro;stradale;sardo;porta;sardo;porta,Carro stradale sardo porta sardo porta
673,673,radar;bombe,radar I bombe S E,Rimbombi;Ise,Rimbombi Ise
674,674,baro;seta;barili,baro NE S seta RA N barili,Baro;barili,Baro barili
675,675,lama;toro,lama T toro TTO,Lama;torata,Lama torata
676,676,,,,
677,677,corpi;cappa;porti,L corpi C cappa N T porti,Luminosi;coperti,Luminosi coperti
678,678,in;fasce;ciliegia;tasca,in CI fasce S ciliegia S tasca LA,In;fasce;ciliegie;tasche,In fasce ciliegie tasche
679,679,nasi;seghe;nata,U nasi G NO seghe TTI nata,Un;seghe;natale,Un seghe natale
680,680,avi;ara;Pachino,L avi T ara PID Pachino,La;ara;pachinara;ara,La ara pachinara ara
681,681,,,,
682,682,barili;porto;oneri;bagagli,I barili RA porto oneri R bagagli V O,Onere;irrobustisce,Onere irrobustisce
683,683,,,,
684,684,,,,
685,685,ripa;novella;panna,AV ripa NT novella P panna,Avventura;novella;panna,Avventura novella panna
686,686,,,,
687,687,stelle;tiro,stelle LU tiro,St;ellitiro,Stellitiro
688,688,attori;star;pose,TR attori star I pose TO,Attori;starpose,Attori starpose
689,689,neri;germogliano,PE neri GO germogliano,Neri;germogliano,Neri germogliano
690,690,,,,
691,691,cinque;menta;sette;retti,cinque EN menta LT sette ST retti,Cinque;menta;retti,Cinque menta retti
