,idx,word_guesses,first_pass,solution_words,solution
510,510,gladiatori;leda;ore,S gladiatori EL leda M ore,Sgradatori;e;l'more,Sgradatori e l'more
511,511,toro;manti,AU toro manti C O,Autore;romantico,Autore romantico
512,512,breccia;otri;tino,breccia TT otri E S tino,Bretta;ottestino,Bretta ottestino
513,513,topi;ode;serti,AL topi AN ode serti CO,Altopiano;desertICO,Altopiano desertico
514,514,re;porte;ring;lese,re porte ring lese,Reporter;inglese,Reporter inglese
515,515,neo;liegi;viale,L neo G liegi O viale,Le;neogie;ovviale,Le neogie ovviale
516,516,ode;stie;orsi,M ode stie S B orsi,Modesti;esborsi,Modesti esborsi
517,517,more;palme;menti;ile,A more palme DI menti C A B ile,Amore;palmedimentica,Amore palmedimentica
518,518,torre;indice,S torre indice CA,Storre;in;dica,Storre in dica
519,519,tute;valigie;re,tute L valigie N O re N N I,Tutelva;ligionere,Tutelva ligionere
520,520,tori;arrow,AL tori P arrow,Alto;riparo,Alto riparo
521,521,si;del;malati,VI si TA del A M malati,Visita;del;ammalati,Visita del ammalati
522,522,alpi;tante;parti,P alpi tante parti T A,Palpitante;partita,Palpitante partita
523,523,retta;ara;astemio,retta AND ara IP astemio RI,Rettandara;ip;astemio,Rettandara ip astemio
524,524,orme;dì;dì,E N orme dì sor dì N E,Enorme;disordine,Enorme disordine
525,525,mani;teso,IM mani teso RI,Immani;tesori,Immani tesori
526,526,asse;vitelli;ecco;nari,asse S SO vitelli ecco IO nari O,Assestare;vitellionario,Assestare vitellionario
527,527,re;re;are,P re NDE re te M are,Prendere;tema,Prendere tema
528,528,ine;ine;ata;tende,F ine ine T U R ata tende N Z E,Fineine;turature;tendenze,Fineine turature tendenze
529,529,fa;fa;nemi;anta;ore,fa N fa RO nemi LL anta T ore,Fanfarone;millantatore,Fanfarone millantatore
530,530,ascia;teca;are;ore,L ascia teca NT are I L C U ore,Lasciate;cantare;il;cuore,Lasciate cantare il cuore
531,531,nodo;duna;là;nodo;duna;là,A nodo duna P I là,AnProcediamo alla risoluzione del rebus passo per passo:;Anodo;d;una;pilà,Anodo d'una pilà
532,532,sali;sci;are;manica;astro,sali sci T are I M manica T astro F I,Saliscendi;timani;castratori,Saliscendi timani castratori
533,533,scia;fili;ode,scia BO fili LF ode RO,Sciabola;fil;d'oro,Sciabola fil d'oro
534,534,giove;riso;capi,LA giove NT riso capi TA,La;gioventù;si;capita,La gioventù si capita
535,535,rombo;gioie;ratto,B rombo M gioie T ratto,Brombomgio;ietratto,Brombomgio ietratto
536,536,re;tra;re;re,re GIS tra re R re mo TI,Registrare;reremoti,Registrare reremoti
537,537,lesti;ossi,BU lesti NI R ossi,Bulestini;rossi,Bulestini rossi
538,538,nano;tea;orto,nano R tea P P orto,Nanorea;papporo,Nanorea papporo
539,539,arpa;leggio,F arpa L leggio,Far;palleggio,Far palleggio
540,540,Asti;più;saggi,IC Asti più S saggi O,Icastico;piussaggi,Icastico piussaggi
541,541,si;eco;letti,si I eco L letti V E,Sieco;llettiVE,Sieco llettiVE
542,542,laser;ramo;rene,laser ramo rene,La;serra;morene,La serra morene
543,543,da;vai;sarte,da vai sarte,Davaisar;te,Davaisar te
544,544,nero;copie;tese,U nero I copie M ON tese,Un;eroico;pimentose,Un eroico pimentose
545,545,nari;dadi;tesi,U nari D dadi P O tesi,Una;ridda;d;ipotesi,Una ridda d'ipotesi
546,546,Risi;riso;riso;Risi,PU Risi NCE riso LA riso R Risi,Puri;sinceri;lariso;risirsi,"Puri, sinceri, lariso risirsi"
547,547,armi;re;re,D armi SU re P re cise,Dar;misure;precise,Dar misure precise
548,548,porta;mento;ante;cono;nido,COM porta mento GAL ante cono G nido NNA,Comportamento;galante;con;ogni;donna,Comportamento galante con ogni donna
549,549,remi;falla,remi S C R E falla,Re;miscredenti,Re miscredenti
550,550,anca;tea;tesa,SFI anca N tea T tesa,Sfiancante;attesa,Sfiancante attesa
551,551,menti;tecla;rose,S menti tecla M O rose,Smentire;clamorose,Smentire clamorose
552,552,ora;di;oca,SP ora di C oca SO,Spora di c;ocso,Spora di cocso
553,553,nel;lido;nati,A nel lido nati,Anelli;donati,Anelli donati
554,554,seri;riso,E S seri R riso,Esser;seriso,Esser seriso
555,555,nani;ore;iede,U nani MOS ore P iede,Un;animoso;repente,Un animoso repente
556,556,pica;pieni;mi;tic,ROM pica pieni G MI S tic I,Rompicapi;enigmistici,Rompicapi enigmistici
557,557,piaggia;anna,S piaggia N anna,Spiaggia;Nana,Spiaggia nana
558,558,pia;cola;cola,pia C cola S cola RA,Piacola;scolara,Piacola scolara
559,559,re;re;cipro,re G A li re cipro C I,Regali;reciproci,Regali reciproci
560,560,Remo;semina;care;alato;alfa,E Remo semina S care GN alato D alfa I,Eremo;seminascosto;gnalato d';alf;ai,"Eremo seminascosto gnalato d' ""alf ai"""
561,561,dea;eris,RON dea RM eris,Ronde;armeri,Ronde armeri
562,562,dardi;etti;recise,dardi R etti V E P recise,Dar;direttive;precise,Dar direttive precise
563,563,attore;sci,P attore sci SSO,Patto;rescisso,Patto rescisso
564,564,oca;ara;vino;enea,V oca B ara V vino NUS enea,Vocaboli;vani;use;enea,Vocaboli vani use enea
565,565,oca;etti;curi,GI oca R etti S curi,Giocari;ettiscu,Giocari ettiscu
566,566,scopa;pagella,BRU scopa S pagella,Brusco;spagellare,Brusco spagellare
567,567,lana;anse;eco,lana T U anse L L eco S E,La;natura;nelle;cose,La natura nelle cose
568,568,ode;arti;anni,SP ode ST arti R anni,Spodestare;tiranni,Spodestare tiranni
569,569,india;regioni,L india MB I regioni,Limbi;indegni,Limbi indegni
570,570,oste;amo;triglie,C oste GI amo NIT triglie,Coste;già;monitorati,Coste già monitorati
571,571,nano;Ascoli;sì,U nano IOS Ascoli O sì,Una;noiosa;scoliosì,Una noiosa scoliosì
572,572,oste;nere;stie;voga;gatto;nero,S oste nere CO stie voga O gatto nero SI,Sostenere;costi;vogatore;gattosi,Sostenere costi vogatore gattosi
573,573,pollai;punte,A M pollai punte N A,Ampolla;ipunta,Ampolla ipunta
574,574,arti;remi;ante,P arti remi G R ante,Parti;remigrante,Parti remigrante
575,575,lana;tiara;esca,B lana tiara B esca TI,Balanaie;rabescati,Balanaie rabescati
576,576,do;cieco;etti,do L cieco N F etti,Dolci;e;confetti,Dolci e confetti
577,577,totale;are,AR totale OM are,Artotale;omare,Artotale omare
578,578,sabbia;tasca;nata,SE sabbia tasca NZ O nata,Sessanta;scanzonate,Sessanta scanzonate
579,579,moschea;cane,moschea F RI cane,Mosche;africane,Mosche africane
580,580,patrimonio;odi;orcio,patrimonio DI odi N orcio RI,Patroni;d;indiocri,Patroni d'indiocri
581,581,legge;ras;puma,legge ras puma,Leggera;spuma,Leggera spuma
582,582,sirene;mi;ione,B sirene mi S S ione,Biss;di;missione,Biss di missione
583,583,sergente;desta,ES sergente MO desta,Esser;gente;modesta,Esser gente modesta
584,584,dei;olla;ile,F E dei N C R olla B ile,Fede;incrollabile,Fede incrollabile
585,585,are;unto;nazioni;ponente,US are unto NO nazioni DI S ponente,Usare;un;tono;dispondente,Usare un tono dispondente
586,586,dio;odi;dio,O dio S odi SSI dio,Odiosi;dissidio,Odiosi dissidio
587,587,po;tinti,S po tinti VU,Spot;in;tivu,Spot in tivu
588,588,abete;cava,abete R cava NA,Ab;ercavar;nana,Ab ercavar nana
589,589,ape;sante;dita,UN ape sante E R E dita,Una;pesante;eredità,Una pesante eredità
590,590,larve;tigre,AVE larve tigre CI,"Ave,;larve,;tigri","Ave, larve, tigri"
591,591,pie;asso;lati;razzi,A M pie D asso lati T E R razzi,Ampi;ed;assolati;terrazzi,Ampi ed assolati terrazzi
592,592,rio;negro;eta,rio negro S eta NO,Rione;grossetano,Rione grossetano
593,593,latte;la;tini;po;tini,latte la tini po tini,Lattelati;nipotini,Lattelati nipotini
594,594,picco;izba;menti,picco L izba N D A menti,Piccoli;zbandamenti,Piccoli zbandamenti
595,595,ghiro;visi,BEL ghiro visi O NI,Belgi;rovisionati,Belgi rovisionati
596,596,volta;muta,RI volta TE muta,Rivolte;temute,Rivolte temute
597,597,Borg;astro;nano,Borg O M astro R E nano,Borgomastro;renano,Borgomastro renano
598,598,avo;opera;aconi,L avo R opera T aconi,Lavoro;per;operataconi,Lavoro per operataconi
599,599,coda;erba,NE coda AC erba,Necodac;erba,Necodac erba
600,600,Baracca;oca,Baracca NT oca SA,Bar;antocas;assa,Bar antocas assa
601,601,sali;re;avi;orti;ora,sali BI re GR avi T orti M ora LI,Salire;gravi;torti;morali,Salire gravi torti morali
602,602,presepe;re;tori,IM presepe re N tori E,Imprese;prenditore,Imprese prenditore
603,603,asini;issa,asini N O A P issa,"Asino,;a;pisa","Asino, a pisa"
604,604,lenti;lardo;tori,V A lenti lardo S C A tori,Valentia;di;lardascati,Valentia di lardascati
605,605,assi;antere;ali,APP assi ON antere ali TY,Appassionante;reality,Appassionante reality
606,606,po;obama;aste;po;obama;aste,S po RProcediamo alla risoluzione del rebus passo per passo:,Saporar;obaraste,Saporar obaraste
607,607,bus;ancora;etto,S bus ancora MI CH etto,Sbusami;chanchetto,Sbusami chanchetto
608,608,micio;topi;nato,CA micio topi C C O nato RE,Cami;ci;otopi;cconatore,Cami ci otopi cconatore
609,609,pastore;dense,IM pastore dense NSO,Impasto;reden;senso,Impasto reden senso
610,610,bradipi;led;tral,F I bradipi led R A tral,Fibre;di;piombo;dure,Fibre di piombo dure
611,611,zerbino;tori;setaccio,zerbino T tori D I setaccio,Zerbinotori;disetacci,Zerbinotori disetacci
612,612,unto;oli,unto CC oli E VE,Un;tocco;lieve,Un tocco lieve
613,613,duna;rami,RA duna rami CI,Raduna;rami,Raduna rami
614,614,sciame;sola,LI sciame N sola,Liscia;mensola,Liscia mensola
615,615,celle;tesa;ore,E C celle N tesa P ore,Eccellente;sapore,Eccellente sapore
616,616,cubo;modis,E cubo modis TO,Ecubomo;di;stoto,Ecubomo di stoto
617,617,tazza;lord,S tazza lord A,Stazza;lorda,Stazza lorda
618,618,prete;re;pinte,prete S E re S pinte,Pretese;respinte,Pretese respinte
619,619,barba;topo,RU barba topo LI,Rubat;opolieri,Rubat opolieri
620,620,rea;ore;oli,CU rea M ore V oli,Cura;moreVoli,Cura moreVoli
621,621,In;versi;edite;enza,In versi ON edite ND enza,Inversione;di;tendenza,Inversione di tendenza
622,622,epa;arso;presepe;rami,PR epa R arso R presepe rami CI,Preparar;sorprese;per;amici,Preparar sorprese per amici
623,623,rodi;giosafat;re,P rodi giosafat T U re,Prodigiosa;fatture,Prodigiosa fatture
624,624,cen;medi;dito,cen medi T R A dito R I,Cenni;di;traditori,Cenni di traditori
625,625,stola;mento;ande,VA stola mento IL ande SE,Vasto;lame;ntoilande,Vasto lame ntoilande
626,626,tende;mare;nera;tela;posa,AT tende mare nera MEN tela S posa,Attendere;marenamente;la;posa,Attendere marenamente la posa
627,627,con;arpa;re,IN con TR arpa re NTI,Incontrare;parenti,Incontrare parenti
628,628,presa;remo;tigri,presa GI remo MEN tigri GI,Pregireme;ntigri;giati,Pregireme ntigri giati
629,629,one;chela;data;lio;oca;anni,SAp one TE chela SBA data G lio V oca D anni,Saponate;che;la;sbadataggine;vocando;danni,Saponate che la sbadataggine vocando danni
630,630,vita;leva;prete,E vita leva NE prete SE,Evita;le;vane;pretese;!,Evita le vane pretese!
631,631,primo;remi,primo P remi O,Primo;premio,Primo premio
632,632,in;liceali,in FE liceali B I,Infedeli;celibi,Infedeli celibi
633,633,ara;faro,C ara F faro TTA,Caraffa;rotta,Caraffa rotta
634,634,frange;re;re;menti,IN frange re I re GO L A menti,Infrangere;i;regolamenti,Infrangere i regolamenti
635,635,favo;sai;uscolo,favo L O sai M uscolo,Favoloso;muscolo,Favoloso muscolo
636,636,est;ancia,R est O M ancia,Resto;mancia,Resto mancia
637,637,ante;diana,P I ante diana N A S,Piante;di;ananas,Piante di ananas
638,638,disco;ore;strato,disco R S ore GI strato,Discorso;registrato,Discorso registrato
639,639,fragile;coda;lana;sci,D fragile NI coda L lana sci T A,Difficile;nodo;lanciata,Difficile nodo lanciata
640,640,bilia;tori,A bilia T tori,Abili;attori,Abili attori
641,641,stalliere;stella;tea;gol,QU stalliere E stella N tea gol NO,Questelle;nteagol;nogolno,Questelle nteagol nogolno
642,642,sol;mesti,sol mesti FA SE,Sol;mestifa,Sol mestifa
643,643,adige;nove,ST adige nove SI,Stadi;genovesi,Stadi genovesi
644,644,avo;avi;chita,F avo S avi N chita,Favosavi;nchita,Favosavi nchita
645,645,arpista;era;pini;guanciale,D arpista LIB era pini L DE guanciale,Dar;pista;libera;pin;de;guancia,Dar pista libera pin de guancia
646,646,unta;bus;ciocco,unta bus ciocco,Un;tabo;sciocco,Un tabo sciocco
647,647,madido;are;mina;teste,PRI madido M IN are DO mina teste SSO,Prima;di;minaccia;teste ;di;dosso,Prima di minaccia teste di dosso
648,648,ara;prese;zio;nera;noè;ode,UN ara P prese N T A zio nera F I noè ode R NA,Una;rappresentazione;finirne;odierna,Una rappresentazione finirne odierna
649,649,mora;teca;asta,mora R A teca N asta,Morateca;n;astante,Morateca n'astante
650,650,pedoni;con;torri,pedoni D A con torri V A,Pedoni;da;contorri,Pedoni da contorri
651,651,rossi;belli,rossi G belli N TE,Ros;sigbelli n;tente,Ros sigbelli n tente
652,652,rum;alfeo;secchi,AG rum alfeo N secchi TI,Agrumi;alfonsecchi,Agrumi alfonsecchi
653,653,cardi;cina;dente,cardi N cina R I dente,Cardini;caridente,Cardini caridente
654,654,conti;are;unite,conti N U are unite R,Continuare;un;iter,Continuare un iter
655,655,ala;chef;ape,M ala TO chef ape NA,Malato;che;fa;pena,Malato che fa pena
656,656,filo;logoro;borsa,filo logoro borsa,Filologo;roborsa,Filologo roborsa
657,657,tre;nodi;tori,tre nodi M I N A tori,Treno;di;minatori,Treno di minatori
658,658,gru;pedone;rane,gru P pedone D rane O NI,Gruppi;di;droni,Gruppi di droni
659,659,Peri;notti;tra;orsi,Peri O notti tra S C orsi,Perioni;trascorsi,Perioni trascorsi
660,660,però;nata;cina;hi,PE però nata cina C C hi,Peperonata;cinacchi,Peperonata cinacchi
661,661,are;est;ape;ato;rea,F are F est ape R L ato U rea,Fare;festa;per;la;laurea,Fare festa per la laurea
662,662,stimatore;est,IN stimatore est RI,Instime;esteri,Instime esteri
663,663,sposi;odi;pile,DI sposi TIV odi GIT pile,Dispositivi;odigipit,Dispositivi odigipit
664,664,pie;radice;ami,PE pie radice R ami CA,Pepiere;di;ceramica,Pepiere di ceramica
665,665,asse;ara,asse R I P ara TO,Asser;iparato,Asser iparato
666,666,etti;avi;dee;ala;onda,L etti D avi dee R ala F I onda,L;etti;di;avider;ala;fi;onda,L'etti di avider ala fi onda
667,667,asso;asso;ape;asso;osa,C asso DE asso di S ape asso o GN IC osa,Cassode;as;sodisa;peas;sosa,Cassode as sodisa peas sosa
668,668,lago;boa,CU lago boa TO,Culo;botto,Culo botto
669,669,fiaba;nata,CUF fiaba G nata,Cuffia;bagnata,Cuffia bagnata
670,670,prete;remo;eco;dita,prete NDE remo LT eco MO dita,Pretendere;molto;ecomoda,Pretendere molto ecomoda
671,671,ala;torino,L ala torino NO,L;alator;inno,L'alator inno
672,672,viale;sardi;porta;porta,C viale sardi porta IN porta,Cavia;lesard;in;port;in;porta,Cavia lesard in port in porta
673,673,radar;bombe,radar I bombe S E,Radi;bombesse,Radi bombesse
674,674,baro;seta;bidoni,baro NE S seta RA N bidoni,Baronesse;tarabidoni,Baronesse tarabidoni
675,675,lama;arie,lama T arie TTO,Lamatarie;tetto,Lamatarie tetto
676,676,arabo;lava;elica,P arabo lava N G elica,Parabolà;vangelica,Parabolà vangelica
677,677,astri;arco;porti,L astri C arco N T porti,Lastricar;contorni,Lastricar contorni
678,678,in;denti;uva;tasca,in CI denti S uva S tasca LA,Incidenti;su;vasta;scala,Incidenti su vasta scala
679,679,nasi;raspe;nata,U nasi G NO raspe TTI nata,Una;signora;spettinata,Una signora spettinata
680,680,avi;ara;Avola,L avi T ara PID Avola,La;vita;rapida;vola,La vita rapida vola
681,681,asse;incudine;canti,T asse L incudine N canti,Tassel in;cudincan,Tassel in cudincan
682,682,tini;porto;ambite;baga,I tini RA porto ambite R baga VO,Itinerario;portabagavo,Itinerario portabagavo
683,683,ruspa;sano;rosa;donna,ruspa PP sano NO rosa R donna,Ruspa ;ppiano;rosa,Ruspa ppiano rosa
684,684,chino;cubo;cubo;cera,chino N cubo S CE cubo S cera,Chi;non;sceglie;subiscera,Chi non sceglie subiscera
685,685,erta;iris;nere,AV erta NT iris P nere,Aver;tante;irispere,Aver tante irispere
686,686,aro;are;alata,UN aro S are G alata,Una;rosa;galante,Una rosa galante
687,687,massi;ra,massi LU ra TI,Mas;slurati,Mas slurati
688,688,attori;vip;posa,T R attori vip I posa TO,Trattorivip;imposato,Trattorivip imposato
689,689,neri;sbocciano,P E neri G O sbocciano,Pene;rigoroso,Pene rigoroso
690,690,poker;est;adige;tee;grata,poker T est O RI adige N tee MI grata,Poker ;testo ;ri;adige;nemigrata,Poker testo riadige nemigrata
691,691,ambi;timo;ori;retti,ambi E N timo LT ori ST retti,Ambienti;molto;ristretti,Ambienti molto ristretti
692,692,orto;nidi;ali,P orto nidi P ali ZZI,Portoni;di;palazzi,Portoni di palazzi
693,693,noci;lutti,PA noci F lutti,Panoci;flutti,Panoci flutti
694,694,avo;diamante,avo N CE diamante,Avance;di;amante,Avance di amante
695,695,lino;abete;soma;risvolto,lino abete soma risvolto,L';abetesoma;risvol,L'abetesoma risvol
696,696,re;re;poi,SP re CA re poi DI,Sprecare;poidi,Sprecare poidi
697,697,fiat;riparo;di,"fiat riparo di AT, I",Fiatri;paroatici,Fiatri paroatici
698,698,titolo;oro,VES titolo G oro,Vestito;logoro,Vestito logoro
699,699,est;noè,P est noè LLI,Pesten;oelli,Pesten oelli
700,700,trombe;eros,trombe C eros SA,Trombec;erosa,Trombec erosa
701,701,pipa;menti,AM pipa R A menti,Ampi;paramenti,Ampi paramenti
702,702,tenda;casa;scalone,F tenda STI casa scalone LE,Fendistici;ascia;lo;nelle,Fendistici ascia lo nelle
703,703,rema;vitelli;vento,T rema vitelli S P A vento,Tremavi;te;llisvento,Tremavi te llisvento
704,704,auto;sovrano,C auto E sovrano,Caute;esovrano,Caute esovrano
705,705,tende;rea;arco,A T tende rea L V arco,Attendere;al;varco,Attendere al varco
706,706,anta;cibo,S anta cibo NIA,Sant';Antonibia,Sant'Antonibia
707,707,est;tigri;saturno;oli,V est I tigri saturno RD OG N oli,Vestigio;risorgimentale,Vestigio risorgimentale
708,708,asso;gioie;arro,M asso CCI gioie NF arro,Massocchi;gioielli,Massocchi gioielli
709,709,nassa;ori;avi;utero;ami,NO nassa P ori L avi TA utero N ami,Non;assoporì;la;vita;un;ter;ami,Non assoporì la vita un ter ami
710,710,numero;mano,numero mano,Nume;romano,Nume romano
711,711,arto;acqua;Erato,REP arto acqua R TI Erato,Reparto;acquartierato,Reparto acquartierato
712,712,boss;nato,MIT boss PIA nato,Miti;bosspiato,Miti bosspiato
713,713,asti;nidi;rocca,B asti O nidi rocca TI,Bastioni;diroccati,Bastioni diroccati
714,714,Rosi;tassi;est,P Rosi tassi LV est RO,Prossi;m;o;.;Silvestro,Prossim o . Silvestro
715,715,teda;abat-jour,teda N Z abat-jour,Te;danzabat,Te danzabat
716,716,reti;arco;orcio;carico,reti C arco N orcio B carico LA,Retic;arconor;ciobì;caricola,Reticarconor ciobì caricola
717,717,est;pere;avi;tori,F est A pere X avi A tori,Festa;per;ex;aviatori,Festa per ex aviatori
718,718,in;redi;tea;orto,in G redi E N tea M orto,Ingrediente;morto,Ingrediente morto
719,719,elfi;eros;sacco,B elfi OR eros sacco SCO,Bel;fiore;rosa;co;scoso,Bel fiore rosa coscoso
720,720,rei;do;epe,F A rei LP do S epe,Fari;al;podologo,Fari al podologo
721,721,menti;tasso;tasso,A U menti T tasso F F tasso,Aumenti;tassoffi,Aumenti tassoffi
722,722,Verdi;are,DO Verdi S F are,Dover;disfare,Dover disfare
723,723,sitar;tra;ceste;pale,VI sitar tra ceste C E pale RMO,"Visitai;traccie;pale,;cercermo","Visitai traccie pale, cercermo"
724,724,tempi;alberi;matrici,tempi alberi matrici,Tempi a;lberimatri,Tempi alberimati
725,725,alci;gag;re,C alci ATO gag re,Calciatoga;g-;gagre,Calciatoga g-gagre
726,726,barbiere;topo,A barbiere topo STO,Abarbier;etopo,Abarbier etopo
727,727,Ero;miss;nari,Ero I CI miss I O nari,Eroici;missionari,Eroici missionari
728,728,torre;sorte;nati,torre NTI sorte MI nati,Torrenti;sortenati,Torrenti sortenati
729,729,pigne;remi;alì,pigne S T remi M alì R I M E dit alì,Pig;nestremi;mali;rimedi;tali,Pig nestremi mali rimedi tali
730,730,ave;avi,ave R L avi N TA,Averla;vinta,Averla vinta
731,731,ares;nidi;epaulettes,F ares OG nidi SAR epaulettes,Faro;gnidi;sarepaulet,Faro gnidi sarepaulet
732,732,Orsini;Orsini;Orsini;tema;pera;Orsini;lore,C Orsini DE Orsini ne L p Orsini se N tema S pera Orsini ne L DO lore,Corsini;del;Porsenna;si;perdono;nel;dolore,"Corsini del Porsenna, si perdono nel dolore"
733,733,gerle;asso;diari;tele,LEG gerle M asso ME diari STO tele,Legger;le;massime;di;Aristotele,Legger le massime di Aristotele
734,734,due;ami;ero,E due ami S T ero,Eduemi;steroidi,Eduemi steroidi
735,735,australia;enti,CL australia M BI enti,Claustrali;ambienti,Claustrali ambienti
736,736,guglia;raggio,P guglia raggio SI,Puglia;raggiosi,Puglia raggiosi
737,737,coma;nari,coma TI nari A,Comit;at;inar,Comitati nari
738,738,dopo;india;etto,ES dopo RSI india L etto,Espodersi;in;dialetto,Espodersi in dialetto
739,739,radio;di;agente,I radio di OS agente,Ira;di;osante;diose,Ira di osante diose
740,740,meduse;teti;fa;ode;rosi,meduse N teti F fa T T ode C O rosi,Medu;sentet;fattode;corosi,Medu sentet fattode corosi
741,741,re;nastro;osti,P re nastro S C osti,Prenastro;scostosi,Prenastro scostosi
742,742,stie;stie,B E stie R E stie,Bestie;restie,Bestie restie
743,743,peri;redi;etto,S U peri O redi R etto,Superiore;diretto,Superiore diretto
744,744,siam;favole,A siam I N favole,Asia;minore,Asia minore
745,745,cuori;odi;sci;cocco,cuori TT odi sci O cocco NTI,Cuoriotti;di;sciocconti,Cuoriotti di sciocconti
746,746,piloti;arse;ia;re,SC piloti N arse R ia TU re,Scippatori;narsiature,Scippatori narsiature
747,747,rande;aste;rodi;vite,G rande MO N aste rodi S U vite,Grande;monastero;di;suore,Grande monastero di suore
748,748,anca;alì;erede;ora,GR anca V alì erede C ora TO,Gran;cavaliere;decorato,Gran cavaliere decorato
749,749,sacco;ala;test;conca;ore,sacco L G ala test C O conca L ore,L';alga la;t';esco;con;calore,L'alga la t'esco con calore
750,750,Fermat;est,AF Fermat est AR,Affermare;star,Affermare star
751,751,rema;topo;alato,rema topo C OS alato,Rema;topo;cosato,Rema topo cosato
752,752,ande;stella;nomi,ST ande NOG stella nomi CO,Stano;gstellanomico,Stano gstellanomico
753,753,eva;ore;scale,eva S ore F I scale,Evasore;fiscale,Evasore fiscale
754,754,arco;nani;otre;dante,ST arco nani M otre P I dante,Star;con;animo;trepidante,Star con animo trepidante
755,755,seduti;toro;greto,seduti S toro S E greto,Sedutissimo;togreto,Sedutissimo togreto
756,756,ali;coni;cova,M ali N coni cova R SO,Malinconica;verso,Malinconica verso
757,757,denti;kitsch;ati;cari,I denti kitsch IZZ ati cari TA,Identiche;schizzate;a;carica,Identiche schizzate a carica
758,758,capi;titani,capi EN titani CHE,Capiteni;taniche,Capiteni taniche
759,759,asso;sifone,SP asso sifone MI,Spasismo;finale,Spasismo finale
760,760,rose;mani,rose NTI U mani,Rosentin;umani,Rosentin umani
761,761,locale;alieni;ed;viale,U locale alieni L ed I S viale,Una;locale;a;lienata;is viale,Una locale alienata is viale
762,762,si dice,si dice,Sidicente;(non abbiamo abbastanza informazioni per completare questa parte),Sidicente (incompleta)
763,763,ala;nidi;asino;oro,ES ala ZI O nidi G asino D oro,Esalazioni;di;gas;inodoro,Esalazioni di gas inodoro
764,764,Bambi;note;star;do,Bambi note star do,Bambino;testardo,Bambino testardo
765,765,esca;pala;ore,P esca pala R M ore,Pescapa;larmore,Pescapa larmore
766,766,calza;trono,calza S trono TO,Calzasto;rono,Calzasto rono
767,767,armadio;mimosa,armadio RI mimosa NA,Arma;di;rimossa;nana,Arma di rimossa nana
768,768,divi;mani;esordi;arsi,divi R S A mani E esordi B arsi,Diversa;maniera;di;esordib,Diversa maniera di esordib
769,769,cella;reo;ento,MA cella reo V ento I,Macellereo;vento,Macellereo vento
770,770,presepe;fette;tacco,presepe R fette DI tacco NI,Prese;perfetti;di;tacconi,Prese perfetti di tacconi
771,771,Ava;ara;ara,Ava N Z ara ara T E,Avanzara;a;rate,Avanzara a rate
772,772,gene;otri;strale,gene G N otri ME strale,Genogni;trimestrale,Genogni trimestrale
773,773,alpi;arditi;ore,P alpi T arditi M ore,Palpitare;di;timore,Palpitare di timore
774,774,bar;aratri;est,S bar C aratri est E,Sbarcare;a;Trieste,Sbarcare a Trieste
775,775,busto;roma;nerv,AR busto A roma nerv O,Arbusto;aromático,Arbusto aromático
776,776,iceberg;nek;eco;ave,iceberg S T nek eco N F ave,Icebergste;ken;fave,Icebergste ken fave
777,777,Belgio;torero;panni,Belgio C A torero panni S TA,Bel;catoreroi;pannista,Bel catoreroi pannista
778,778,porta;avido,porta CHI avido RO,Portachiavi;d;oro,Portachiavi d'oro
779,779,indizi;colò,EN indizi ZOC colò,Enorme;inzocco,Enorme inzocco
780,780,anatre;stole;stelle,M anatre stole D A M stelle,Mana;trestole;d;amata,Mana trestole d'amata
781,781,amo;ore;ali,F amo S ore ali T Y,Famose;orality,Famose orality
782,782,Edipo;chiave;RE,Edipo chiave RE,E;di;pochi;avere,E di pochi avere
783,783,odi;isce;spider;ra,C odi isce spider ra TO,Codice;dell;ospite,Codice dell'ospite
784,784,con;tori;ara,con tori N C ara T O,Conti;incarato,Conti incarato
785,785,sosta;erba;are,PO sosta erba L L are,Posta;erb;ollare,Posta erb ollare
786,786,api;psiche;lidi;nato,L api psiche BI lidi SE G nato RI,Lapis;che;bisce;generatori,Lapis che bisce generatori
787,787,porti;anni,TRA porti NG anni,Trapor;tinganni,Trapor tinganni
788,788,scala;moltiplica;bidoni,scala moltiplica bidoni,Scalata;bidi,Scalata bidi
789,789,orma;imane,RIF orma R imane,Riformare;manie,Riformare manie
790,790,pavia;seri;iene;scoglio,STI pavia S seri Z iene scoglio I,Stipav;isserizioni;ene;scoli,Stipav isserizioni ene scoli
791,791,navi;ola;ava;osso,U navi S ola CR ava TT A R osso,Una;visolas;cravatta;rosso,Una visolas cravatta rosso
792,792,ate;tra;cori,UN ate tra cori N A,Una;terca;corina,Una terca corina
793,793,ares;cena,F ares cena TE,Fare;scemate,Fare scemate
794,794,agli;agli;Esti;menti,T agli agli I NV Esti I menti,Tagli;agli;investimenti,Tagli agli investimenti
795,795,valle;rese,valle T rese X Y,Valtrese;sexy,Valtrese sexy
796,796,anta;rei;ali;none;odi;cocomero,C anta UT O rei T ali A none L odi cocomero N,Cantautore;italiano;dicocco;mero;non,Cantautore italiano dicocco mero non
797,797,nano;ne;tele;nove,U nano IO ne tele nove LA,Una;noione;telefonala,Una noione telefonala
798,798,remi;eno;vela,T remi S eno vela D Y,Tre;mesi;e;nove;lady,Tre mesi e nove lady
799,799,ate;alette;aria,M ate RI alette R aria,Materia;letteraria,Materia letteraria
800,800,erba;uta;tasti,S erba RIM uta tasti M A,Serba;rimutati;stima,Serba rimutati stima
